time_period,source,location,material,EF_weighted__Global Warming Potential (Gwp1000),EF_RECIPE__Agricultural Land Occupation (Lop),EF_RECIPE__Fossil Fuel Potential (Ffp),EF_RECIPE__Freshwater Ecotoxicity Potential (Fetp),EF_RECIPE__Freshwater Eutrophication Potential (Fep),EF_RECIPE__Global Warming Potential (Gwp1000),EF_RECIPE__Human Toxicity Potential (Htpc),EF_RECIPE__Human Toxicity Potential (Htpnc),EF_RECIPE__Ionising Radiation Potential (Irp),EF_RECIPE__Marine Ecotoxicity Potential (Metp),EF_RECIPE__Marine Eutrophication Potential (Mep),EF_RECIPE__Ozone Depletion Potential (Odpinfinite),EF_RECIPE__Particulate Matter Formation Potential (Pmfp),EF_RECIPE__Photochemical Oxidant Formation Potential: Ecosystems (Eofp),EF_RECIPE__Photochemical Oxidant Formation Potential: Humans (Hofp),EF_RECIPE__Surplus Ore Potential (Sop),EF_RECIPE__Terrestrial Acidification Potential (Tap),EF_RECIPE__Terrestrial Ecotoxicity Potential (Tetp),EF_RECIPE__Water Consumption Potential (Wcp),EF_IW__Adaptation to resources services loss (beta),"EF_IW__Climate change, long term, CO2 uptake","EF_IW__Climate change, long term, biogenic","EF_IW__Climate change, long term, fossil","EF_IW__Climate change, long term, land transformation","EF_IW__Climate change, short term, CO2 uptake","EF_IW__Climate change, short term, biogenic","EF_IW__Climate change, short term, fossil","EF_IW__Climate change, short term, land transformation",EF_IW__Fossil and nuclear energy use,EF_IW__Freshwater acidification,EF_IW__Freshwater ecotoxicity,EF_IW__Freshwater eutrophication,EF_IW__Human toxicity cancer,EF_IW__Human toxicity non-cancer,EF_IW__Ionizing radiations,"EF_IW__Land occupation, biodiversity","EF_IW__Land transformation, biodiversity",EF_IW__Marine eutrophication,EF_IW__Mineral resources use,EF_IW__Ozone layer depletion,EF_IW__Particulate matter formation,EF_IW__Photochemical ozone formation,EF_IW__Resources services deficit (beta),EF_IW__Terrestrial acidification,EF_IW__Water scarcity,EF_TRACI__Acidification Potential (Ap),EF_TRACI__Ecotoxicity: Freshwater,EF_TRACI__Eutrophication Potential,EF_TRACI__Global Warming Potential (Gwp100),EF_TRACI__Human Toxicity: Carcinogenic,EF_TRACI__Human Toxicity: Non-Carcinogenic,EF_TRACI__Maximum Incremental Reactivity (Mir),EF_TRACI__Ozone Depletion Potential (Odp),EF_TRACI__Particulate Matter Formation Potential (Pmfp),SLCA_EF - Child labor impact (worker hour/kg),SLCA_EF - Forced labor impact (worker hour/kg),SLCA_EF - Fatal injury impact (worker hour/kg),SLCA_EF - Non-fatal injury impact (worker hour/kg),SLCA_EF - Unemployment impact (worker hour/kg)
2,mining,MY,bastnasite,1.012809554,0.025262703,0.175149,0.053680162,0.000185614,1.012809554,0.239779536,0.889502774,0.017424314,0.07587606,5.57E-05,8.27E-06,0.011897943,0.069190937,0.067843328,0.013511548,0.048844737,16.23374166,0.008457862,2.119550244,-0.046475821,0.040211816,0.879972845,0.000984781,-0.046475821,0.041657445,0.954876777,0.000985497,8.459705561,0.036022109,55264.59209,3.08E-05,2.85E-09,6.54E-08,2.299545219,0.037323048,0.000136904,0.002936514,0.016644437,8.02E-09,0.004018276,0.067834351,0.000185163,0.05124148,0.332495435,0.070323755,20.9042073,0.00637592,0.987274119,3.41E-07,2.43E-07,1.672271567,7.65E-09,0.002706055,Not available,Not available,Not available,Not available,Not available
2,mining,US,bastnasite,1.012809553,0.025262703,0.175149,0.053680162,0.000185614,1.012809553,0.239779536,0.889502775,0.017424314,0.07587606,5.57E-05,8.27E-06,0.011897943,0.069190937,0.067843328,0.013511548,0.048844737,16.23374165,0.008457861,2.119550245,-0.046475821,0.040211816,0.879972845,0.000984781,-0.046475821,0.041657445,0.954876776,0.000985497,8.459705558,0.036022109,55264.59209,3.08E-05,2.85E-09,6.54E-08,2.299545218,0.037323048,0.000136904,0.002936514,0.016644437,8.02E-09,0.004018276,0.067834351,0.000185163,0.05124148,0.332495435,0.070323755,20.90420732,0.00637592,0.987274119,3.41E-07,2.43E-07,1.672271567,7.65E-09,0.002706055,5.28E-08,5.28E-08,5.28E-08,5.28E-06,-5.28E-07
2,mining,AU,monazaite,1.070767051,-0.009209102,0.136315602,0.100154512,0.008060551,1.070767051,0.388588248,5.355103098,0.027185433,0.144473855,0.018219214,1.95E-06,0.000732148,0.001425474,0.001371219,0.022193309,0.001758742,19.27418711,0.005274316,1.745924645,-0.012536452,0.360778383,0.565150817,0.000653816,-0.012536452,0.416711657,0.616884784,0.000653948,6.796843183,0.00151125,6537.489398,0.044626631,1.31E-08,6.01E-07,3.610551304,-0.025762677,-0.000131717,0.018014267,0.047204535,7.10E-09,0.000412872,0.001370519,0.000198115,0.001808249,-93.61592353,0.002300656,34.96642534,0.169195738,1.023221127,5.51E-07,3.76E-06,0.033697195,6.99E-09,0.001448876,6.33E-07,6.33E-07,6.33E-07,6.33E-06,-6.33E-06
2,mining,BR,monazaite,1.07017701,-0.0092118,0.136177791,0.100146112,0.008060453,1.07017701,0.388482959,5.354896631,0.027174181,0.14445988,0.01821922,1.95E-06,0.000731591,0.001424194,0.001370103,0.022178221,0.001757198,19.2667483,0.005275514,1.745320043,-0.012533304,0.360776282,0.564710745,0.000655855,-0.012533304,0.416711862,0.616332973,0.000655987,6.790153632,0.001509687,6537.38607,0.04462662,1.31E-08,6.01E-07,3.608854866,-0.025765561,-0.00013177,0.018014242,0.04719144,7.20E-09,0.000412704,0.001369403,0.000198018,0.001806633,-93.6158845,0.002298806,34.96218488,0.169194827,1.022688545,5.51E-07,3.76E-06,0.033670789,7.08E-09,0.001448669,Not available,Not available,Not available,Not available,Not available
2,mining,CA,monazaite,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2,mining,CN,monazaite,1.070682171,-0.009207511,0.136235117,0.100156719,0.008060515,1.070682171,0.388614826,5.355190801,0.027181168,0.144477176,0.01821922,1.95E-06,0.000732189,0.001425784,0.001371443,0.02219936,0.001758734,19.27584621,0.00527378,1.745762438,-0.012536119,0.360777239,0.565017843,0.000653422,-0.012536119,0.416710329,0.616788002,0.000653554,6.792906433,0.001511242,6537.689177,0.044626638,1.31E-08,6.01E-07,3.609880403,-0.025760643,-0.000131702,0.018014297,0.047208837,7.01E-09,0.000412989,0.001370742,0.000198137,0.001808249,-93.61595658,0.002300705,34.967676,0.169195744,1.023117236,5.51E-07,3.76E-06,0.033702146,6.90E-09,0.001448929,3.96E-06,3.96E-05,3.96E-06,3.96E-06,-3.96E-05
2,mining,EE,monazaite,1.070767052,-0.009209102,0.136315602,0.100154512,0.008060551,1.070767052,0.388588249,5.355103095,0.027185433,0.144473855,0.018219214,1.95E-06,0.000732148,0.001425474,0.001371219,0.022193309,0.001758742,19.27418717,0.005274316,1.745924645,-0.012536452,0.360778383,0.565150818,0.000653816,-0.012536452,0.416711657,0.616884785,0.000653948,6.796843192,0.00151125,6537.489397,0.044626631,1.31E-08,6.01E-07,3.610551306,-0.025762677,-0.000131717,0.018014267,0.047204535,7.10E-09,0.000412872,0.001370519,0.000198115,0.001808249,-93.61592353,0.002300656,34.96642528,0.169195738,1.023221128,5.51E-07,3.76E-06,0.033697195,6.99E-09,0.001448876,Not available,Not available,Not available,Not available,Not available
2,mining,JP,monazaite,1.071471071,-0.009204228,0.136600859,0.100170625,0.008060627,1.071471071,0.38872668,5.355410259,0.027200031,0.144502964,0.018219339,1.95E-06,0.000733942,0.001430587,0.001376658,0.022230505,0.001764267,19.28398161,0.005275463,1.747235953,-0.012547497,0.360789016,0.566029457,0.000653942,-0.012547497,0.416722308,0.617629416,0.000654075,6.810505283,0.001516935,6537.427938,0.044626643,1.31E-08,6.01E-07,3.61240018,-0.025753385,-0.000131681,0.018014552,0.047221436,7.23E-09,0.000413344,0.001375959,0.000198236,0.001814287,-93.61587289,0.002308259,34.97371334,0.169196968,1.023995601,5.51E-07,3.76E-06,0.033834694,7.11E-09,0.001449339,Not available,Not available,Not available,Not available,Not available
2,mining,MM,monazaite,1.070767052,-0.009209102,0.136315602,0.100154512,0.008060551,1.070767052,0.388588249,5.355103095,0.027185433,0.144473855,0.018219214,1.95E-06,0.000732148,0.001425474,0.001371219,0.022193309,0.001758742,19.27418717,0.005274316,1.745924645,-0.012536452,0.360778383,0.565150818,0.000653816,-0.012536452,0.416711657,0.616884785,0.000653948,6.796843192,0.00151125,6537.489397,0.044626631,1.31E-08,6.01E-07,3.610551306,-0.025762677,-0.000131717,0.018014267,0.047204535,7.10E-09,0.000412872,0.001370519,0.000198115,0.001808249,-93.61592353,0.002300656,34.96642528,0.169195738,1.023221128,5.51E-07,3.76E-06,0.033697195,6.99E-09,0.001448876,6.33E-06,0.00063307,6.33E-07,6.33E-07,-6.33E-07
2,mining,MY,monazaite,1.070767052,-0.009209102,0.136315602,0.100154512,0.008060551,1.070767052,0.388588249,5.355103095,0.027185433,0.144473855,0.018219214,1.95E-06,0.000732148,0.001425474,0.001371219,0.022193309,0.001758742,19.27418717,0.005274316,1.745924645,-0.012536452,0.360778383,0.565150818,0.000653816,-0.012536452,0.416711657,0.616884785,0.000653948,6.796843192,0.00151125,6537.489397,0.044626631,1.31E-08,6.01E-07,3.610551306,-0.025762677,-0.000131717,0.018014267,0.047204535,7.10E-09,0.000412872,0.001370519,0.000198115,0.001808249,-93.61592353,0.002300656,34.96642528,0.169195738,1.023221128,5.51E-07,3.76E-06,0.033697195,6.99E-09,0.001448876,Not available,Not available,Not available,Not available,Not available
2,mining,US,monazaite,1.070403178,-0.00920836,0.136217621,0.100154748,0.008060567,1.070403178,0.388601882,5.355152656,0.027199125,0.144473167,0.018219146,1.95E-06,0.000731751,0.00142479,0.001370553,0.022194327,0.001757456,19.27615878,0.005274912,1.745587736,-0.012537282,0.360779906,0.564883247,0.000653298,-0.012537282,0.416712898,0.616547375,0.00065343,6.792410541,0.001509946,6538.27356,0.044626633,1.31E-08,6.01E-07,3.612371879,-0.02576277,-0.000131654,0.018014182,0.047214597,6.94E-09,0.000412764,0.001369852,0.000198142,0.001806911,-93.61589365,0.002299154,34.9668286,0.169195847,1.022893774,5.51E-07,3.76E-06,0.033680911,6.83E-09,0.00144878,5.28E-08,5.28E-08,5.28E-08,5.28E-06,-5.28E-07
2,molten_salt electrolysis,AU,neodynium,8.702233707,0.042351874,1.690906536,0.341546739,0.010738245,8.702233707,0.918729526,12.5801624,0.029802634,0.477211235,0.000683657,1.22E-06,0.01250903,0.013360465,0.013187464,0.025624145,0.032735756,30.807704,0.012785007,10.53893618,-0.104147348,0.10438464,8.828340258,0.000683189,-0.104147348,0.106457265,8.506546494,0.00068472,77.62717647,0.032986,803.3872563,2.17E-05,1.29E-08,3.88E-07,3.835731061,0.071448408,0.000628355,0.000422368,0.025417985,4.35E-08,0.005037871,0.01319494,0.000513912,0.033823014,0.519916413,0.038814278,102.6463265,0.084183885,8.638105387,1.31E-06,2.96E-06,0.327195064,4.14E-08,0.005076795,Not available,Not available,Not available,Not available,Not available
2,molten_salt electrolysis,BR,neodynium,4.77699558,0.042860963,0.546797367,0.061971519,0.000323242,4.77699558,0.239122825,1.084539266,0.174887367,0.090938268,4.95E-05,4.12E-06,0.007199719,0.003907479,0.003708886,0.022175064,0.015135164,26.58563794,0.194572353,2.749333061,-0.172720829,0.235333957,4.379885785,0.186355942,-0.172720829,0.423556379,4.030930988,0.186357505,28.7616868,0.015190794,336.6055757,1.12E-05,9.12E-09,8.54E-08,20.71278157,0.245304319,0.001046094,0.000123819,0.025777288,5.42E-08,0.003967165,0.003715229,0.000317917,0.015422112,7.740817808,0.017274393,23.96544665,0.003400493,4.652701146,3.36E-07,3.13E-07,0.091705862,5.12E-08,0.003878881,Not available,Not available,Not available,Not available,Not available
2,molten_salt electrolysis,CA,neodynium,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2,molten_salt electrolysis,CN,neodynium,10.78817299,0.106293402,1.547016952,0.143638018,0.001426121,10.78817299,0.886901639,5.833016433,0.398977501,0.206753765,0.000105435,1.14E-06,0.011525678,0.010405041,0.010256673,0.030250819,0.022814098,33.96981743,0.019831326,11.65931406,-0.162423557,0.130054613,10.01983114,0.000658349,-0.162423557,0.132406632,10.3296473,0.000660292,78.13869545,0.023063179,1964.483811,4.99E-05,1.58E-08,3.53E-07,49.37338486,0.190064636,0.001393106,0.000331038,0.030730965,2.24E-08,0.009403727,0.010263888,0.000409116,0.023674961,0.891490376,0.028806906,63.06314717,0.022178829,10.39296384,1.26E-06,1.78E-06,0.255230972,2.27E-08,0.006446916,0.000255319,0.002553191,0.000255319,0.000255319,-0.002553191
2,molten_salt electrolysis,EE,neodynium,11.00286485,0.069411023,2.170956148,0.370175968,0.011548558,11.00286485,1.035806244,14.68590596,1.082489861,0.519354231,0.000745605,1.04E-06,0.021615831,0.014861136,0.01459168,0.033162719,0.062121103,37.98513028,0.060617464,12.98725755,-0.317508337,0.329948378,10.6630359,0.001791085,-0.317508337,0.332467423,10.51608169,0.001793404,119.1050916,0.062369423,945.68595,2.07E-05,1.53E-08,6.31E-07,150.2004994,0.114684568,0.000813439,0.000473977,0.033354403,4.41E-08,0.00722583,0.014600818,0.000576277,0.063318551,8.464345881,0.068823565,113.1309823,0.092420499,10.8466468,1.47E-06,3.73E-06,0.361614287,4.26E-08,0.007524933,Not available,Not available,Not available,Not available,Not available
2,molten_salt electrolysis,JP,neodynium,8.975302093,0.057844152,1.638056849,0.099519021,0.001373507,8.975302093,0.375474757,2.546771122,0.448536744,0.148285409,0.000153574,1.38E-06,0.010278766,0.011898023,0.011525219,0.038894577,0.025020861,36.97630865,0.018249542,8.202087632,-0.524372604,0.563719886,8.303227245,0.001025295,-0.524372604,0.56604613,8.227194718,0.001027729,84.11441821,0.025247592,667.4937198,1.81E-05,1.22E-08,3.00E-07,64.28118845,0.102236596,0.000783662,0.000382312,0.034422642,8.89E-08,0.00474682,0.011537101,0.000429673,0.025948947,0.742426926,0.030086645,35.24880551,0.011469071,8.782574069,5.30E-07,7.94E-07,0.284491738,8.36E-08,0.004599327,Not available,Not available,Not available,Not available,Not available
2,molten_salt electrolysis,MM,neodynium,9.682032109,0.073811914,1.821082286,0.188123291,0.004211034,9.682032109,0.739875038,7.061615932,0.029287746,0.269238648,0.000344372,1.29E-06,0.010936564,0.010558157,0.010286934,0.027468578,0.027280639,31.68561674,0.05038413,10.87368842,-0.18432652,0.186682757,9.511291185,0.037403862,-0.18432652,0.226751814,9.283349157,0.037406004,84.69862576,0.027494079,700.619222,3.79E-05,1.36E-08,3.05E-07,3.76838063,0.143405209,0.001002368,0.000410821,0.027245907,1.19E-07,0.004677201,0.010297331,0.000420888,0.028118689,1.998903791,0.032602685,65.89246168,0.038253803,9.552501428,1.05E-06,1.85E-06,0.254456701,1.13E-07,0.004760743,Not available,Not available,Not available,Not available,Not available
2,molten_salt electrolysis,MY,neodynium,9.682032109,0.073811914,1.821082286,0.188123291,0.004211034,9.682032109,0.739875038,7.061615932,0.029287746,0.269238648,0.000344372,1.29E-06,0.010936564,0.010558157,0.010286934,0.027468578,0.027280639,31.68561674,0.05038413,10.87368842,-0.18432652,0.186682757,9.511291185,0.037403862,-0.18432652,0.226751814,9.283349157,0.037406004,84.69862576,0.027494079,700.619222,3.79E-05,1.36E-08,3.05E-07,3.76838063,0.143405209,0.001002368,0.000410821,0.027245907,1.19E-07,0.004677201,0.010297331,0.000420888,0.028118689,1.998903791,0.032602685,65.89246168,0.038253803,9.552501428,1.05E-06,1.85E-06,0.254456701,1.13E-07,0.004760743,Not available,Not available,Not available,Not available,Not available
2,molten_salt electrolysis,US,neodynium,7.662916655,0.046384158,1.496783474,0.184669534,0.004647206,7.662916655,0.562953897,6.082964314,1.202950467,0.26151416,0.000317596,1.24E-06,0.009784916,0.007607347,0.007272297,0.032258326,0.020829371,32.63681954,0.021116603,7.751216985,-0.249356237,0.269210245,7.514855503,0.000795534,-0.249356237,0.271532583,7.272555467,0.000797098,91.37119914,0.020878706,976.7965287,1.80E-05,1.15E-08,2.62E-07,159.4373952,0.081473935,0.000694921,0.000235787,0.032059616,3.33E-08,0.004422909,0.007281308,0.000461011,0.021391509,1.018021177,0.024646192,58.95432147,0.036558433,7.557133381,7.99E-07,1.50E-06,0.17909086,3.27E-08,0.005171277,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,AU,dysprosium_oxide,20.78668782,0.318794147,3.847076254,1.695413563,0.080679098,20.78668782,5.305774301,67.43179645,0.643911273,2.388388705,0.173285063,2.26E-05,0.023726353,0.029200114,0.027857347,0.804542562,0.067445867,319.255948,0.15683918,32.95302007,-0.512525727,3.926769072,14.48238406,0.014996405,-0.512525727,4.476745148,15.68850979,0.015000476,189.6868935,0.066706519,63259.87892,0.423054296,1.88E-07,6.93E-06,85.65622207,0.561501418,0.003459328,0.172256899,0.658977861,6.57E-07,0.011190082,0.027766284,0.00323085,0.071069828,-881.7173603,0.086185659,582.7360652,1.652988062,19.95777891,7.48E-06,4.00E-05,0.759289852,5.74E-07,0.009622918,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,BR,dysprosium_oxide,20.16330395,0.318285492,3.668809941,1.65279675,0.079098674,20.16330395,5.196806207,65.68319188,0.665183925,2.329464186,0.17319406,2.30E-05,0.022889861,0.027729919,0.026404033,0.803458154,0.064687288,318.1285082,0.184339339,31.75189772,-0.522722287,3.946427895,13.79185886,0.043143711,-0.522722287,4.524631628,14.9851235,0.043147785,182.0400716,0.06391993,63167.25878,0.423053241,1.87E-07,6.89E-06,88.10905676,0.586609618,0.00349441,0.172215819,0.658119807,6.75E-07,0.011015971,0.026312778,0.003195206,0.068192019,-880.5956379,0.082835413,570.6278121,1.640734094,19.32985039,7.33E-06,3.96E-05,0.723339996,5.93E-07,0.009429021,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,CA,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,CN,dysprosium_oxide,21.34642342,0.33026443,3.833294938,1.666881317,0.079285298,21.34642342,5.31054522,66.48859071,0.700157901,2.388167519,0.173198425,2.26E-05,0.023968141,0.028963969,0.027646598,0.80501191,0.066796302,404.9507025,0.158301683,33.41685681,-0.513440377,3.917162432,14.87583333,0.014977978,-0.513440377,4.467167043,16.20999158,0.014982086,190.0288676,0.066062146,63605.26769,0.42306054,1.89E-07,6.93E-06,92.58644969,0.58396381,0.003616739,0.172251659,0.659759684,6.50E-07,0.012292635,0.027560715,0.004425658,0.070408374,-881.6448682,0.085673774,579.761592,1.643897601,20.45048592,7.48E-06,3.98E-05,0.754510276,5.67E-07,0.010031928,0.000709289,0.007092891,0.000709289,0.000709289,-0.007092891
2,sulfuric acid digestion,EE,dysprosium_oxide,21.13507922,0.322885772,3.919903988,1.699687762,0.080801402,21.13507922,5.323482103,67.74880707,0.803437073,2.394698039,0.173294649,2.25E-05,0.025103307,0.029424994,0.02806749,0.805644108,0.071892502,320.3530381,0.164081597,33.32347508,-0.544853454,3.960943772,14.76019477,0.015160649,-0.544853454,4.51098633,15.99280869,0.015164832,195.9767499,0.071150666,63281.26351,0.423053616,1.88E-07,6.96E-06,107.8326261,0.568036225,0.00348767,0.172264859,0.660184641,6.57E-07,0.011520445,0.027976662,0.003240332,0.075532179,-880.5142269,0.090725549,584.3056538,1.654231904,20.29221236,7.50E-06,4.01E-05,0.764438583,5.74E-07,0.009992636,4.17E-05,0.000417229,4.17E-05,0.000417229,-0.000417229
2,sulfuric acid digestion,JP,dysprosium_oxide,20.82833826,0.321152155,3.839115929,1.658765763,0.07926086,20.82833826,5.223515614,65.91229247,0.707326118,2.338583959,0.173204842,2.26E-05,0.023388706,0.028978792,0.027605743,0.806543644,0.066278571,320.1933189,0.157671494,32.59931008,-0.576165943,3.996334443,14.40310293,0.015046756,-0.576165943,4.546348945,15.64647841,0.015050957,190.6714092,0.065535127,63239.31387,0.423053843,1.88E-07,6.92E-06,94.80984768,0.566193992,0.003482831,0.172250908,0.66034462,6.64E-07,0.011146004,0.027515347,0.003218105,0.069878337,-881.6834746,0.084864986,572.5312758,1.641976411,19.9799495,7.37E-06,3.96E-05,0.752825817,5.82E-07,0.009550623,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,MM,dysprosium_oxide,20.93537148,0.323570368,3.866834865,1.672184718,0.0796906,20.93537148,5.278703523,66.59605865,0.643831468,2.356902111,0.173233745,2.26E-05,0.023488328,0.028775871,0.027418207,0.804813194,0.066620811,319.3920517,0.16253823,33.00391995,-0.524666457,3.939232719,14.58606245,0.020556237,-0.524666457,4.494963316,15.80643145,0.020560394,190.7598865,0.065875354,63244.33065,0.423056862,1.88E-07,6.92E-06,85.64527105,0.572428738,0.003515951,0.172255225,0.659257702,6.68E-07,0.011135461,0.027327586,0.003216774,0.070206941,-881.4931831,0.085246036,577.1722029,1.64603292,20.09655386,7.44E-06,3.98E-05,0.748277054,5.86E-07,0.009575069,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,MY,dysprosium_oxide,20.93460051,0.323508073,3.86663761,1.672060938,0.079690053,20.93460051,5.278531029,66.59340045,0.643798781,2.356739505,0.173233762,2.26E-05,0.023486463,0.028773661,0.027416064,0.804788216,0.066615549,319.3801968,0.162521867,33.00235664,-0.524635815,3.939205045,14.58537844,0.020553736,-0.524635815,4.494934932,15.80570499,0.020557885,190.7501181,0.065869718,63244.05469,0.423056237,1.88E-07,6.92E-06,85.64035729,0.572299929,0.003515728,0.172255174,0.659233058,6.68E-07,0.011134616,0.027325446,0.003216689,0.070201158,-881.4938508,0.08523997,577.1318687,1.646027501,20.09580773,7.44E-06,3.98E-05,0.748224432,5.86E-07,0.009574327,4.17E-05,0.000417229,0.004172289,0.417228853,-0.000417229
2,sulfuric acid digestion,US,dysprosium_oxide,20.53133564,0.315814812,3.81910261,1.66921044,0.079680966,20.53133564,5.248109962,66.33720664,0.821491257,2.352291187,0.173223992,2.26E-05,0.02315218,0.028152023,0.026776006,0.805906974,0.0651804,319.4258373,0.158078891,32.40512747,-0.522722607,3.937273125,14.20295073,0.014989842,-0.522722607,4.487266483,15.41890403,0.014993901,191.9069893,0.064409815,63281.16939,0.423053646,1.88E-07,6.91E-06,109.2166698,0.557913232,0.003458306,0.172221379,0.660698925,6.53E-07,0.010990115,0.026690369,0.003221501,0.068708828,-881.642955,0.083490255,575.4636379,1.645169147,19.69729305,7.40E-06,3.97E-05,0.732285323,5.70E-07,0.009581356,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,AU,neodynium_oxide,20.78668697,0.318794156,3.847076288,1.695413577,0.080679098,20.78668697,5.305774325,67.43179669,0.643911276,2.388388724,0.173285063,2.26E-05,0.023726353,0.029200114,0.027857347,0.804542568,0.067445867,319.2559496,0.15683918,32.95301898,-0.512525731,3.926768155,14.48238413,0.014996405,-0.512525731,4.476744231,15.68850986,0.015000476,189.6868951,0.066706519,63259.87895,0.423054296,1.88E-07,6.93E-06,85.65622251,0.561501437,0.003459328,0.172256899,0.658977869,6.57E-07,0.011190082,0.027766284,0.00323085,0.071069828,-881.7173603,0.08618566,582.73607,1.652988062,19.95777806,7.48E-06,4.00E-05,0.759289857,5.74E-07,0.009622918,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,BR,neodynium_oxide,20.16330308,0.318285493,3.668809968,1.652796754,0.079098674,20.16330308,5.196806215,65.68319196,0.665183928,2.329464191,0.17319406,2.30E-05,0.022889861,0.027729919,0.026404033,0.803458158,0.064687288,318.1285087,0.184339339,31.75189655,-0.522722288,3.946426976,13.79185891,0.043143711,-0.522722288,4.524630709,14.98512355,0.043147785,182.0400729,0.06391993,63167.2588,0.423053241,1.87E-07,6.89E-06,88.1090571,0.586609619,0.00349441,0.172215819,0.658119808,6.75E-07,0.011015971,0.026312778,0.003195206,0.068192019,-880.5956379,0.082835414,570.6278133,1.640734094,19.32984952,7.33E-06,3.96E-05,0.723339998,5.93E-07,0.009429021,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,CA,neodynium_oxide,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,CN,neodynium_oxide,21.34642258,0.330264439,3.833294971,1.666881331,0.079285298,21.34642258,5.310545244,66.48859095,0.700157905,2.388167537,0.173198425,2.26E-05,0.023968141,0.028963969,0.027646598,0.805011916,0.066796302,404.9507042,0.158301684,33.41685572,-0.513440381,3.917161514,14.87583339,0.014977979,-0.513440381,4.467166126,16.20999165,0.014982086,190.0288692,0.066062146,63605.26772,0.42306054,1.89E-07,6.93E-06,92.58645013,0.583963828,0.003616739,0.172251659,0.659759692,6.50E-07,0.012292635,0.027560716,0.004425658,0.070408374,-881.6448682,0.085673774,579.7615967,1.643897601,20.45048507,7.48E-06,3.98E-05,0.754510281,5.67E-07,0.010031928,0.000709289,0.007092891,0.000709289,0.000709289,-0.007092891
2,sulfuric acid digestion,EE,neodynium_oxide,21.13507835,0.322885773,3.919904016,1.699687766,0.080801402,21.13507835,5.323482112,67.74880716,0.803437076,2.394698045,0.173294649,2.25E-05,0.025103307,0.029424994,0.02806749,0.805644112,0.071892503,320.3530386,0.164081598,33.32347392,-0.544853455,3.960942854,14.76019481,0.015160649,-0.544853455,4.510985411,15.99280874,0.015164832,195.9767512,0.071150666,63281.26353,0.423053616,1.88E-07,6.96E-06,107.8326264,0.568036226,0.00348767,0.172264859,0.660184642,6.57E-07,0.011520446,0.027976662,0.003240332,0.075532179,-880.5142269,0.090725549,584.3056553,1.654231904,20.29221149,7.50E-06,4.01E-05,0.764438586,5.74E-07,0.009992636,4.17E-05,0.000417229,4.17E-05,0.000417229,-0.000417229
