time_period,source,location,material,EF_weighted__Global Warming Potential (Gwp1000),EF_RECIPE__Agricultural Land Occupation (Lop),EF_RECIPE__Fossil Fuel Potential (Ffp),EF_RECIPE__Freshwater Ecotoxicity Potential (Fetp),EF_RECIPE__Freshwater Eutrophication Potential (Fep),EF_RECIPE__Global Warming Potential (Gwp1000),EF_RECIPE__Human Toxicity Potential (Htpc),EF_RECIPE__Human Toxicity Potential (Htpnc),EF_RECIPE__Ionising Radiation Potential (Irp),EF_RECIPE__Marine Ecotoxicity Potential (Metp),EF_RECIPE__Marine Eutrophication Potential (Mep),EF_RECIPE__Ozone Depletion Potential (Odpinfinite),EF_RECIPE__Particulate Matter Formation Potential (Pmfp),EF_RECIPE__Photochemical Oxidant Formation Potential: Ecosystems (Eofp),EF_RECIPE__Photochemical Oxidant Formation Potential: Humans (Hofp),EF_RECIPE__Surplus Ore Potential (Sop),EF_RECIPE__Terrestrial Acidification Potential (Tap),EF_RECIPE__Terrestrial Ecotoxicity Potential (Tetp),EF_RECIPE__Water Consumption Potential (Wcp),EF_IW__Adaptation to resources services loss (beta),"EF_IW__Climate change, long term, CO2 uptake","EF_IW__Climate change, long term, biogenic","EF_IW__Climate change, long term, fossil","EF_IW__Climate change, long term, land transformation","EF_IW__Climate change, short term, CO2 uptake","EF_IW__Climate change, short term, biogenic","EF_IW__Climate change, short term, fossil","EF_IW__Climate change, short term, land transformation",EF_IW__Fossil and nuclear energy use,EF_IW__Freshwater acidification,EF_IW__Freshwater ecotoxicity,EF_IW__Freshwater eutrophication,EF_IW__Human toxicity cancer,EF_IW__Human toxicity non-cancer,EF_IW__Ionizing radiations,"EF_IW__Land occupation, biodiversity","EF_IW__Land transformation, biodiversity",EF_IW__Marine eutrophication,EF_IW__Mineral resources use,EF_IW__Ozone layer depletion,EF_IW__Particulate matter formation,EF_IW__Photochemical ozone formation,EF_IW__Resources services deficit (beta),EF_IW__Terrestrial acidification,EF_IW__Water scarcity,EF_TRACI__Acidification Potential (Ap),EF_TRACI__Ecotoxicity: Freshwater,EF_TRACI__Eutrophication Potential,EF_TRACI__Global Warming Potential (Gwp100),EF_TRACI__Human Toxicity: Carcinogenic,EF_TRACI__Human Toxicity: Non-Carcinogenic,EF_TRACI__Maximum Incremental Reactivity (Mir),EF_TRACI__Ozone Depletion Potential (Odp),EF_TRACI__Particulate Matter Formation Potential (Pmfp),SLCA_EF - Child labor impact (worker hour/kg),SLCA_EF - Forced labor impact (worker hour/kg),SLCA_EF - Fatal injury impact (worker hour/kg),SLCA_EF - Non-fatal injury impact (worker hour/kg),SLCA_EF - Unemployment impact (worker hour/kg)
1,clay refining,MY,dysprosium_oxide,12.9348967,1.992149016,2.718310198,0.944967937,0.004368645,12.9348967,2.179120709,18.83688343,0.65772564,1.270286765,0.002287371,1.36E-05,0.018631688,0.024546071,0.023721566,0.834753569,0.051223256,130.5502115,0.206188732,16.48896385,-2.754762005,0.675312087,10.86593261,0.164635761,-2.754762005,0.687096381,11.74580556,0.167688592,137.770484,0.050248925,4375.559067,0.001683501,7.88E-08,1.23E-06,87.96911732,2.068768682,0.007399246,0.002119671,0.229649237,9.46E-07,0.009853208,0.023584981,0.001218246,0.054524449,10.92358578,0.060723332,357.0864607,0.056388679,12.48791335,3.01E-06,4.99E-06,0.639695099,8.11E-07,0.007919843,Not available,Not available,Not available,Not available,Not available
1,clay refining,US,dysprosium_oxide,12.87254507,1.991294052,2.708258795,0.94486524,0.004382179,12.87254507,2.173684865,18.8069134,0.693844902,1.27005356,0.002286577,1.36E-05,0.018595884,0.02444984,0.023623476,0.83489994,0.05102339,130.5787755,0.205289708,16.39268467,-2.756730362,0.677838643,10.80430656,0.163510236,-2.756730362,0.688462981,11.68372306,0.16656305,137.9725569,0.050043833,4383.951701,0.001682887,7.87E-08,1.23E-06,92.75979415,2.066851198,0.007389784,0.002114167,0.229796294,9.43E-07,0.009845398,0.023486847,0.001219476,0.054315642,10.89347781,0.060475422,356.874085,0.056337375,12.42629917,3.01E-06,4.98E-06,0.637244663,8.08E-07,0.007932552,2.16E-06,2.16E-06,2.16E-06,0.000216016,-2.16E-05
1,clay refining,AU,neodynium_oxide,12.90463118,1.991179206,2.71427988,0.949670266,0.004569358,12.90463118,2.184585345,19.00627827,0.657734949,1.27666158,0.002297801,1.36E-05,0.018679836,0.024632064,0.023810586,0.834682521,0.051390395,130.5214882,0.205027729,16.47840926,-2.752292731,0.672767393,10.84482933,0.163506223,-2.752292731,0.683376986,11.72180776,0.166559035,137.5516344,0.050417138,4375.169999,0.001682996,7.88E-08,1.23E-06,87.9703237,2.066551192,0.007387705,0.002120017,0.229589828,9.44E-07,0.009864213,0.023673912,0.001221094,0.054699179,10.86885297,0.060913661,358.2113328,0.057800878,12.45966612,3.02E-06,5.02E-06,0.641927396,8.09E-07,0.007929489,2.59E-05,2.59E-05,2.59E-05,0.000259219,-0.000259219
1,clay refining,BR,neodynium_oxide,12.78391725,1.991195262,2.679093618,0.941071965,0.004249028,12.78391725,2.163686603,18.65272327,0.662197693,1.264781945,0.002278296,1.37E-05,0.018516557,0.024341355,0.023519082,0.834576766,0.05084911,130.3920442,0.210618927,16.23884022,-2.754402323,0.676795348,10.70801859,0.169216893,-2.754402323,0.693130284,11.58416459,0.172269706,136.0488292,0.049869866,4360.820549,0.001682673,7.87E-08,1.22E-06,88.48946324,2.071899104,0.007400564,0.002110834,0.229601284,9.44E-07,0.009831288,0.023382373,0.001215069,0.054133279,11.09093767,0.06025122,355.7915898,0.055316268,12.33710015,2.99E-06,4.94E-06,0.634685111,8.09E-07,0.007892653,Not available,Not available,Not available,Not available,Not available
1,clay refining,CA,neodynium_oxide,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
1,clay refining,CN,neodynium_oxide,12.96893288,1.99314535,2.709922255,0.943583804,0.004283023,12.96893288,2.183598336,18.79873365,0.669104122,1.268344324,0.002280025,1.36E-05,0.018649523,0.024544645,0.023723845,0.834825756,0.051085839,130.619328,0.205245083,16.51295242,-2.75409008,0.67356337,10.88161975,0.163505793,-2.75409008,0.684181788,11.77802106,0.166558617,137.5707941,0.05011265,4410.919271,0.001683864,7.89E-08,1.23E-06,89.3729418,2.070199773,0.007411226,0.002117307,0.229754104,9.43E-07,0.009998109,0.023587164,0.001217877,0.054387943,10.88031832,0.060607532,356.9936065,0.055894203,12.5137867,3.02E-06,4.98E-06,0.639797772,8.08E-07,0.007971299,0.000162012,0.001620119,0.000162012,0.000162012,-0.001620119
1,clay refining,EE,neodynium_oxide,12.97539102,1.992011412,2.729044625,0.950550778,0.00459428,12.97539102,2.188186227,19.07104359,0.690112162,1.277957724,0.002299707,1.36E-05,0.018959931,0.02467822,0.023853775,0.834914381,0.052294192,130.7422411,0.206498898,16.55371142,-2.75885501,0.679704991,10.90125853,0.163540298,-2.75885501,0.690328313,11.78361444,0.166593135,138.8273589,0.051320875,4379.546604,0.001682964,7.89E-08,1.24E-06,92.4720248,2.067880901,0.007393396,0.002121604,0.229833908,9.44E-07,0.009931507,0.023717152,0.001223012,0.055606364,11.11319761,0.061836648,358.5337973,0.058054209,12.52759358,3.03E-06,5.04E-06,0.642986015,8.09E-07,0.008004786,Not available,Not available,Not available,Not available,Not available
1,clay refining,JP,neodynium_oxide,12.91302985,1.991655675,2.712654389,0.942226286,0.004281329,12.91302985,2.167876585,18.69768398,0.670613839,1.266544897,0.002281498,1.36E-05,0.01861124,0.024587084,0.023759461,0.835090674,0.05115311,130.7112128,0.2051958,16.40653542,-2.765217484,0.686895041,10.82867855,0.163516745,-2.765217484,0.697512434,11.71321578,0.166569585,137.7511604,0.050179129,4370.990354,0.001682884,7.88E-08,1.23E-06,89.82942812,2.067498087,0.007392481,0.002118785,0.229866776,9.45E-07,0.009855261,0.023622922,0.001218503,0.054456998,10.87569666,0.060645227,356.1384055,0.055564408,12.46410948,3.00E-06,4.95E-06,0.640613979,8.10E-07,0.007914804,Not available,Not available,Not available,Not available,Not available
1,clay refining,MM,neodynium_oxide,12.93476651,1.992146769,2.718283647,0.944951433,0.004368602,12.93476651,2.179084333,18.83654536,0.65771911,1.270264985,0.002287366,1.36E-05,0.018631472,0.024545874,0.023721375,0.834739246,0.051222613,130.5484873,0.206184154,16.48870493,-2.754758773,0.675298609,10.86583462,0.164635631,-2.754758773,0.687076847,11.74569961,0.167688462,137.7691284,0.050248224,4372.009149,0.001683496,7.88E-08,1.23E-06,87.96825183,2.068764253,0.007399207,0.002119662,0.229646027,9.46E-07,0.00985312,0.023584791,0.001218233,0.054523732,10.91434176,0.060722612,357.0808944,0.056388219,12.48778989,3.01E-06,4.99E-06,0.639690198,8.11E-07,0.007919769,0.000259219,0.025921902,2.59E-05,2.59E-05,-2.59E-05
1,clay refining,MY,neodynium_oxide,12.93476651,1.992146769,2.718283647,0.944951433,0.004368602,12.93476651,2.179084333,18.83654536,0.65771911,1.270264985,0.002287366,1.36E-05,0.018631472,0.024545874,0.023721375,0.834739246,0.051222613,130.5484873,0.206184154,16.48870493,-2.754758773,0.675298609,10.86583462,0.164635631,-2.754758773,0.687076847,11.74569961,0.167688462,137.7691284,0.050248224,4372.009149,0.001683496,7.88E-08,1.23E-06,87.96825183,2.068764253,0.007399207,0.002119662,0.229646027,9.46E-07,0.00985312,0.023584791,0.001218233,0.054523732,10.91434176,0.060722612,357.0808944,0.056388219,12.48778989,3.01E-06,4.99E-06,0.639690198,8.11E-07,0.007919769,Not available,Not available,Not available,Not available,Not available
1,clay refining,US,neodynium_oxide,12.87241502,1.991291801,2.708232275,0.944848782,0.004382136,12.87241502,2.173648562,18.80657606,0.693838374,1.27003184,0.002286572,1.36E-05,0.018595668,0.024449644,0.023623285,0.834885626,0.051022748,130.5770569,0.205285131,16.39242611,-2.756727146,0.677825175,10.80420868,0.163510106,-2.756727146,0.688443458,11.68361723,0.16656292,137.9712028,0.050043132,4380.401853,0.001682882,7.87E-08,1.23E-06,92.758929,2.066846746,0.007389745,0.002114158,0.229793123,9.43E-07,0.009845309,0.023486657,0.001219463,0.054314926,10.88423383,0.060474703,356.8685339,0.056336916,12.42617583,3.01E-06,4.98E-06,0.637239771,8.08E-07,0.007932478,2.16E-06,2.16E-06,2.16E-06,0.000216016,-2.16E-05
1,hydrochloric acid digestion,AU,dysprosium_oxide,23.75437493,0.357695833,4.145596974,1.874238154,0.100192764,23.75437493,6.377890503,79.17423039,0.74465479,2.662293093,0.216547534,2.73E-05,0.020455868,0.033174663,0.031770909,0.924261743,0.054388144,371.223771,0.178286835,37.39924565,-0.535007667,4.66306698,16.35557658,0.017247229,-0.535007667,5.349373016,17.69239992,0.017251797,205.3319373,0.052139951,78343.55718,0.52876848,2.20E-07,8.24E-06,98.84978101,0.633365468,0.003951488,0.215201756,0.793610894,7.06E-07,0.010895776,0.031693911,0.003792557,0.057527999,-1103.132144,0.067211712,649.5846663,2.057759068,22.8068789,9.00E-06,4.86E-05,0.863664068,6.17E-07,0.009648432,Not available,Not available,Not available,Not available,Not available
1,hydrochloric acid digestion,BR,dysprosium_oxide,23.0113605,0.357701944,3.929891538,1.821857385,0.098241375,23.0113605,6.248930098,77.02006686,0.771650617,2.589890008,0.21642994,2.79E-05,0.01945355,0.031392584,0.02998929,0.923471004,0.051068883,370.2929934,0.212346181,35.93452079,-0.547766925,4.687523065,15.51763454,0.052036044,-0.547766925,5.408708838,16.84716211,0.052040618,196.1101407,0.048785484,78250.7551,0.528767837,2.19E-07,8.19E-06,101.9847134,0.665772475,0.004022467,0.21514676,0.793440139,7.11E-07,0.010692412,0.029912073,0.00375426,0.054059826,-1101.772104,0.063155309,634.8133743,2.042625327,22.05374234,8.83E-06,4.81E-05,0.819440621,6.24E-07,0.009421032,Not available,Not available,Not available,Not available,Not available
1,hydrochloric acid digestion,CA,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
1,hydrochloric acid digestion,CN,dysprosium_oxide,24.43826373,0.371944164,4.123185923,1.838920926,0.098462865,24.43826373,6.384570728,78.01059978,0.813056883,2.662463723,0.216439801,2.73E-05,0.020765573,0.032605286,0.031239578,0.924764318,0.053547416,478.2903793,0.180049998,37.96354964,-0.535635785,4.650488199,16.83345396,0.017197298,-0.535635785,5.336810641,18.32934105,0.017201908,205.4824784,0.051297305,78768.53261,0.528776283,2.21E-07,8.25E-06,107.2586606,0.661176829,0.004146733,0.215187374,0.794512264,6.96E-07,0.012296194,0.031168929,0.005285797,0.056650014,-1103.045248,0.066457585,645.9677287,2.046486815,23.40748784,9.01E-06,4.84E-05,0.851090807,6.08E-07,0.010183644,0.000709289,0.007092891,0.000709289,0.000709289,-0.007092891
1,hydrochloric acid digestion,EE,dysprosium_oxide,24.18529432,0.362756649,4.235678092,1.879524048,0.100344034,24.18529432,6.399792766,79.56631109,0.941971029,2.670096066,0.216559394,2.73E-05,0.022158971,0.033452783,0.032030799,0.925623707,0.059888069,372.5808797,0.187244845,37.85745126,-0.574993517,4.705337308,16.69919562,0.017450341,-0.574993517,5.391725559,18.06878191,0.017455047,213.1118679,0.057636769,78370.00529,0.528767655,2.20E-07,8.28E-06,126.2795535,0.641448171,0.003986563,0.215211603,0.795103614,7.06E-07,0.011304384,0.031954091,0.003804282,0.063047348,-1101.644008,0.072826965,651.5258308,2.05929751,23.22053379,9.02E-06,4.87E-05,0.870031613,6.17E-07,0.010105715,4.17E-05,0.000417229,4.17E-05,0.000417229,-0.000417229
1,hydrochloric acid digestion,JP,dysprosium_oxide,23.80589557,0.360612576,4.135751546,1.828909157,0.098438572,23.80589557,6.276146244,77.29478031,0.823091592,2.600690524,0.216448325,2.74E-05,0.020038239,0.032900916,0.031459707,0.926736736,0.05294435,372.3832318,0.179316373,36.96174999,-0.61372322,4.74911129,16.25751823,0.017309493,-0.61372322,5.435464857,17.64041559,0.017314221,206.549696,0.050691082,78318.12081,0.52876794,2.19E-07,8.23E-06,110.1717468,0.639170045,0.003980573,0.215194347,0.795301457,7.14E-07,0.010841257,0.031383533,0.003776798,0.056054276,-1103.090229,0.065578206,636.9625551,2.044138943,22.83430517,8.86E-06,4.82E-05,0.855668848,6.27E-07,0.00955899,Not available,Not available,Not available,Not available,Not available
1,hydrochloric acid digestion,MM,dysprosium_oxide,23.9382833,0.363603653,4.170036662,1.845506865,0.09897011,23.9382833,6.344407366,78.14052014,0.744556058,2.623347975,0.216484067,2.73E-05,0.020161461,0.032649927,0.031227746,0.924596374,0.053367661,371.3921598,0.185335963,37.46220566,-0.550024318,4.678483068,16.483818,0.024124085,-0.550024318,5.371906781,17.83825901,0.024128758,206.6591322,0.051111903,78324.32599,0.528771665,2.20E-07,8.23E-06,98.83622613,0.646881763,0.004021526,0.215199688,0.793957074,7.19E-07,0.010828216,0.031151294,0.003775153,0.056460721,-1102.854861,0.066049521,642.7028497,2.049156374,22.9785313,8.95E-06,4.84E-05,0.850042554,6.32E-07,0.009589242,Not available,Not available,Not available,Not available,Not available
1,hydrochloric acid digestion,MY,dysprosium_oxide,23.93731959,0.363525785,4.169790093,1.845352139,0.098969426,23.93731959,6.344191749,78.13719739,0.7445152,2.623144717,0.216484088,2.73E-05,0.02015913,0.032647164,0.031225067,0.924565152,0.053361083,371.3773412,0.185315509,37.46025152,-0.549986016,4.678448475,16.48296299,0.024120958,-0.549986016,5.371871301,17.83735093,0.024125622,206.6469217,0.051104859,78323.98104,0.528770885,2.20E-07,8.23E-06,98.83008393,0.646720752,0.004021248,0.215199624,0.793926269,7.19E-07,0.01082716,0.031148619,0.003775046,0.056453492,-1102.855695,0.066041939,642.6524319,2.049149601,22.97759863,8.95E-06,4.84E-05,0.849976777,6.32E-07,0.009588315,4.17E-05,0.000417229,0.004172289,0.417228853,-0.000417229
1,hydrochloric acid digestion,US,dysprosium_oxide,23.45581423,0.353876389,4.11709879,1.841497917,0.098948018,23.45581423,6.306111136,77.80654396,0.962430151,2.61722791,0.216471347,2.73E-05,0.019772722,0.032314623,0.030861459,0.926048549,0.05169334,371.4937704,0.179743818,36.74133809,-0.546798184,4.675178323,16.0266889,0.017214744,-0.546798184,5.361488003,17.37687572,0.017219273,208.3251709,0.049420486,78376.84175,0.528767726,2.19E-07,8.21E-06,127.7440489,0.628635024,0.003950999,0.21517016,0.795834017,7.01E-07,0.010645625,0.030791411,0.003781353,0.054751117,-1103.044345,0.064123716,640.4976229,2.048023237,22.50136654,8.90E-06,4.83E-05,0.840821645,6.12E-07,0.00958885,Not available,Not available,Not available,Not available,Not available
1,hydrochloric acid digestion,AU,neodynium_oxide,23.75437493,0.357695833,4.145596974,1.874238154,0.100192764,23.75437493,6.377890503,79.17423039,0.74465479,2.662293093,0.216547534,2.73E-05,0.020455868,0.033174663,0.031770909,0.924261743,0.054388144,371.223771,0.178286835,37.39924565,-0.535007667,4.66306698,16.35557658,0.017247229,-0.535007667,5.349373016,17.69239992,0.017251797,205.3319373,0.052139951,78343.55718,0.52876848,2.20E-07,8.24E-06,98.84978101,0.633365468,0.003951488,0.215201756,0.793610894,7.06E-07,0.010895776,0.031693911,0.003792557,0.057527999,-1103.132144,0.067211712,649.5846663,2.057759068,22.8068789,9.00E-06,4.86E-05,0.863664068,6.17E-07,0.009648432,Not available,Not available,Not available,Not available,Not available
1,hydrochloric acid digestion,BR,neodynium_oxide,23.0113605,0.357701944,3.929891538,1.821857385,0.098241375,23.0113605,6.248930098,77.02006686,0.771650617,2.589890008,0.21642994,2.79E-05,0.01945355,0.031392584,0.02998929,0.923471004,0.051068883,370.2929934,0.212346181,35.93452079,-0.547766925,4.687523065,15.51763454,0.052036044,-0.547766925,5.408708838,16.84716211,0.052040618,196.1101407,0.048785484,78250.7551,0.528767837,2.19E-07,8.19E-06,101.9847134,0.665772475,0.004022467,0.21514676,0.793440139,7.11E-07,0.010692412,0.029912073,0.00375426,0.054059826,-1101.772104,0.063155309,634.8133743,2.042625327,22.05374234,8.83E-06,4.81E-05,0.819440621,6.24E-07,0.009421032,Not available,Not available,Not available,Not available,Not available
1,hydrochloric acid digestion,CA,neodynium_oxide,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
1,hydrochloric acid digestion,CN,neodynium_oxide,24.43826373,0.371944164,4.123185923,1.838920926,0.098462865,24.43826373,6.384570728,78.01059978,0.813056883,2.662463723,0.216439801,2.73E-05,0.020765573,0.032605286,0.031239578,0.924764318,0.053547416,478.2903793,0.180049998,37.96354964,-0.535635785,4.650488199,16.83345396,0.017197298,-0.535635785,5.336810641,18.32934105,0.017201908,205.4824784,0.051297305,78768.53261,0.528776283,2.21E-07,8.25E-06,107.2586606,0.661176829,0.004146733,0.215187374,0.794512264,6.96E-07,0.012296194,0.031168929,0.005285797,0.056650014,-1103.045248,0.066457585,645.9677287,2.046486815,23.40748784,9.01E-06,4.84E-05,0.851090807,6.08E-07,0.010183644,0.000709289,0.007092891,0.000709289,0.000709289,-0.007092891
1,hydrochloric acid digestion,EE,neodynium_oxide,24.18529432,0.362756649,4.235678092,1.879524048,0.100344034,24.18529432,6.399792766,79.56631109,0.941971029,2.670096066,0.216559394,2.73E-05,0.022158971,0.033452783,0.032030799,0.925623707,0.059888069,372.5808797,0.187244845,37.85745126,-0.574993517,4.705337308,16.69919562,0.017450341,-0.574993517,5.391725559,18.06878191,0.017455047,213.1118679,0.057636769,78370.00529,0.528767655,2.20E-07,8.28E-06,126.2795535,0.641448171,0.003986563,0.215211603,0.795103614,7.06E-07,0.011304384,0.031954091,0.003804282,0.063047348,-1101.644008,0.072826965,651.5258308,2.05929751,23.22053379,9.02E-06,4.87E-05,0.870031613,6.17E-07,0.010105715,4.17E-05,0.000417229,4.17E-05,0.000417229,-0.000417229
1,hydrochloric acid digestion,JP,neodynium_oxide,23.80589557,0.360612576,4.135751546,1.828909157,0.098438572,23.80589557,6.276146244,77.29478031,0.823091592,2.600690524,0.216448325,2.74E-05,0.020038239,0.032900916,0.031459707,0.926736736,0.05294435,372.3832318,0.179316373,36.96174999,-0.61372322,4.74911129,16.25751823,0.017309493,-0.61372322,5.435464857,17.64041559,0.017314221,206.549696,0.050691082,78318.12081,0.52876794,2.19E-07,8.23E-06,110.1717468,0.639170045,0.003980573,0.215194347,0.795301457,7.14E-07,0.010841257,0.031383533,0.003776798,0.056054276,-1103.090229,0.065578206,636.9625551,2.044138943,22.83430517,8.86E-06,4.82E-05,0.855668848,6.27E-07,0.00955899,Not available,Not available,Not available,Not available,Not available
1,hydrochloric acid digestion,MM,neodynium_oxide,23.9382833,0.363603653,4.170036662,1.845506865,0.09897011,23.9382833,6.344407366,78.14052014,0.744556058,2.623347975,0.216484067,2.73E-05,0.020161461,0.032649927,0.031227746,0.924596374,0.053367661,371.3921598,0.185335963,37.46220566,-0.550024318,4.678483068,16.483818,0.024124085,-0.550024318,5.371906781,17.83825901,0.024128758,206.6591322,0.051111903,78324.32599,0.528771665,2.20E-07,8.23E-06,98.83622613,0.646881763,0.004021526,0.215199688,0.793957074,7.19E-07,0.010828216,0.031151294,0.003775153,0.056460721,-1102.854861,0.066049521,642.7028497,2.049156374,22.9785313,8.95E-06,4.84E-05,0.850042554,6.32E-07,0.009589242,Not available,Not available,Not available,Not available,Not available
1,hydrochloric acid digestion,MY,neodynium_oxide,23.93731959,0.363525785,4.169790093,1.845352139,0.098969426,23.93731959,6.344191749,78.13719739,0.7445152,2.623144717,0.216484088,2.73E-05,0.02015913,0.032647164,0.031225067,0.924565152,0.053361083,371.3773412,0.185315509,37.46025152,-0.549986016,4.678448475,16.48296299,0.024120958,-0.549986016,5.371871301,17.83735093,0.024125622,206.6469217,0.051104859,78323.98104,0.528770885,2.20E-07,8.23E-06,98.83008393,0.646720752,0.004021248,0.215199624,0.793926269,7.19E-07,0.01082716,0.031148619,0.003775046,0.056453492,-1102.855695,0.066041939,642.6524319,2.049149601,22.97759863,8.95E-06,4.84E-05,0.849976777,6.32E-07,0.009588315,4.17E-05,0.000417229,0.004172289,0.417228853,-0.000417229
1,hydrochloric acid digestion,US,neodynium_oxide,23.45581423,0.353876389,4.11709879,1.841497917,0.098948018,23.45581423,6.306111136,77.80654396,0.962430151,2.61722791,0.216471347,2.73E-05,0.019772722,0.032314623,0.030861459,0.926048549,0.05169334,371.4937704,0.179743818,36.74133809,-0.546798184,4.675178323,16.0266889,0.017214744,-0.546798184,5.361488003,17.37687572,0.017219273,208.3251709,0.049420486,78376.84175,0.528767726,2.19E-07,8.21E-06,127.7440489,0.628635024,0.003950999,0.21517016,0.795834017,7.01E-07,0.010645625,0.030791411,0.003781353,0.054751117,-1103.044345,0.064123716,640.4976229,2.048023237,22.50136654,8.90E-06,4.83E-05,0.840821645,6.12E-07,0.00958885,Not available,Not available,Not available,Not available,Not available
1,magnet manufacturing,AU,hp_magnet,5.84151326,0.039171821,1.418714226,0.323528235,0.009242347,5.84151326,5.109499662,11.25649336,0.029790938,1.315968286,0.000590538,1.36E-06,0.007847965,0.012010154,0.011866932,0.023046834,0.025320316,20.46589276,0.014993619,12.55654203,-0.118227224,0.127997534,5.554150329,0.000620586,-0.118227224,0.128402653,5.669224684,0.00062152,65.21571959,0.025558073,1225.578809,2.78E-05,0.00013496,4.14E-07,4.310780736,0.066725595,0.000446474,0.000383558,0.026130061,3.55E-08,0.002147994,0.011827759,0.000269428,0.026333481,0.639573308,0.030061521,95.7609979,0.072814548,5.781067712,2.21E-06,2.69E-06,0.29281372,3.37E-08,0.001980646,Not available,Not available,Not available,Not available,Not available
1,magnet manufacturing,BR,hp_magnet,2.506627724,0.03959348,0.446928793,0.086310891,0.000407027,2.506627724,4.531894894,1.503994297,0.152806333,0.988205039,5.31E-05,3.83E-06,0.003340602,0.003983126,0.003819274,0.019958737,0.010380323,16.81038285,0.169194977,5.94355454,-0.176390986,0.239073698,1.776715202,0.158124313,-0.176390986,0.397388359,1.867810989,0.158125267,23.70348407,0.010452864,829.3866477,1.87E-05,0.000134957,1.57E-07,18.6192423,0.214190619,0.000800753,0.000130511,0.026296072,4.56E-08,0.001238541,0.003779138,0.00010211,0.010714137,6.764390981,0.011777947,28.98124249,0.00428351,2.395634168,1.39E-06,4.50E-07,0.092883546,4.29E-08,0.000963084,Not available,Not available,Not available,Not available,Not available
1,magnet manufacturing,CA,hp_magnet,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
1,magnet manufacturing,CN,hp_magnet,7.614860019,0.093404078,1.298346842,0.155669076,0.001345056,7.614860019,5.082060695,5.532932537,0.343335409,1.086589527,0.0001008,1.30E-06,0.007012266,0.009606155,0.00948072,0.026993662,0.016921622,23.15019829,0.020988372,13.50885367,-0.167804091,0.149955108,6.568477208,0.000608093,-0.167804091,0.150603621,7.219419135,0.000609373,65.73491912,0.017161398,2213.410168,5.17E-05,0.000134963,3.85E-07,42.99303821,0.16736471,0.001095322,0.000309569,0.030649788,1.76E-08,0.005841077,0.009441369,0.000180512,0.017750967,0.955702031,0.021621113,62.17450917,0.020229233,7.273522239,2.17E-06,1.70E-06,0.234223361,1.78E-08,0.003133784,4.45E-05,0.000444986,4.45E-05,4.45E-05,-0.000444986
1,magnet manufacturing,EE,hp_magnet,7.793124476,0.06212592,1.825937353,0.347814232,0.00992973,7.793124476,5.208815111,13.04278262,0.922779027,1.351717927,0.000643088,1.21E-06,0.015573208,0.013283163,0.013058119,0.029441759,0.050247724,26.5544588,0.055569597,14.63343794,-0.299220035,0.319341864,7.110511335,0.001560408,-0.299220035,0.320125678,7.373901007,0.00156201,100.4011794,0.050483849,1346.28991,2.69E-05,0.000134962,6.20E-07,128.471112,0.103402541,0.000603479,0.000427338,0.032862475,3.60E-08,0.004004026,0.013020357,0.000322332,0.051354364,7.378783881,0.055518214,104.655066,0.079801617,7.654559779,2.35E-06,3.35E-06,0.322011334,3.47E-08,0.004057386,9.57E-07,9.57E-07,9.57E-07,9.57E-07,-9.57E-05
