cost_usd,gwp_kg_co2eq,child_labor_hrs
219434.085224654,133136.511289292,2.67693593
219469.767689587,134294.827956288,2.620254027
219470.228917984,133233.037678355,2.669850692
219479.281448992,133812.196011864,2.641509741
219484.105773998,132846.932122681,2.691106405
219502.513596252,134101.775178618,2.627339265
219511.545175994,132943.4585116,2.684021168
219519.397376503,133619.143233863,2.648594979
219538.98459244,133039.984900519,2.67693593
219560.683457284,134198.301567368,2.620254027
219573.122181822,133136.511289439,2.669850692
219573.816376623,133715.669622945,2.641509741
219581.178528558,134493.113656548,2.606083552
219586.107284411,134487.880734296,2.606083552
219593.429411949,134005.248789529,2.627339265
219614.260027162,133522.61684511,2.648594979
219616.444583541,132846.932122681,2.684021168
219643.884024108,132943.4585116,2.67693593
219651.599174449,134101.775178619,2.620254027
219655.946516048,132750.405733824,2.68752263
219655.946577334,132750.405733787,2.687522932
219655.946577818,132750.405733786,2.687522932
219655.946613976,132750.405733786,2.687522931
219668.351271471,133619.143234026,2.641509741
219678.463472982,133039.98490052,2.669850692
219684.345120781,133908.72240078,2.627339265
219712.406278229,133426.090456191,2.648594979
219721.344058728,132750.405733613,2.684021168
219733.570293432,134489.603437678,2.598998314
219735.192896878,134487.880734126,2.598998314
219742.514941574,134005.248789699,2.620254027
219748.783426187,132846.932122681,2.67693593
219762.886182252,133522.616845107,2.641509741
219777.189432703,133812.196011701,2.627339265
219783.804749497,132943.458511601,2.669850692
219810.552562389,133329.564067114,2.648594979
219833.430722822,133908.72240078,2.620254027
219853.682843547,132750.405733762,2.67693593
219859.942209014,133426.090456191,2.641509741
219871.724366449,133715.669622782,2.627339265
219885.962108964,134486.093257423,2.591913076
219889.146055386,132846.932122681,2.669850692
219908.698736109,133233.037678352,2.648594979
219926.14336417,133812.196011864,2.620254027
219958.088444306,133329.564067271,2.641509741
219966.259276833,133619.143233863,2.627339265
219975.194188861,134391.354345376,2.591913076
219994.487346815,132750.405733762,2.669850692
220010.341830966,133136.511289436,2.648594979
220020.678306855,133715.669622782,2.620254027
220056.234681266,133233.037678352,2.641509741
220060.794131048,133522.616845107,2.627339265
220066.109994293,134294.827956288,2.591913077
220082.751584834,132653.879344907,2.67068696
220082.751632033,132653.879344907,2.670686959
220082.751643354,132653.879344875,2.670687229
220082.751683664,132653.879344875,2.670687228
220099.983502356,132653.879344696,2.669843114
220112.595719402,133039.984900373,2.648594979
220115.213187042,133619.143234026,2.620254027
220155.329027325,133426.090456187,2.627339265
220156.463240232,133136.511289436,2.641509741
220157.025736692,134198.301567538,2.591913076
220209.749366626,133522.616844943,2.620253965
220217.936978745,132943.4585116,2.648594979
220247.941532756,134101.775178449,2.591913076
220253.160336443,133329.564067271,2.627339265
220258.211925682,133039.984900517,2.641509741
220304.283009168,133426.090456187,2.620254027
220323.278269873,132846.932122681,2.648594979
220338.857269997,134005.248789699,2.591913076
220351.306572502,133233.037678352,2.627339265
220362.647716828,132943.4585116,2.641509741
220400.696331784,133329.564067114,2.620254027
220428.6195463,132750.405733762,2.648594979
220429.77309499,133908.72240061,2.591913076
220449.452808907,133136.511289433,2.627339265
220467.988993333,132846.932122681,2.641509741
220498.842532759,133233.037678352,2.620254027
220521.959290038,133812.196011701,2.591913076
220533.960837674,132653.879344843,2.648594979
220550.454759467,133039.984900517,2.627339265
220556.632796565,132557.352955988,2.652642736
