time_period,source,location,material,EF_weighted__Global Warming Potential (Gwp1000),EF_RECIPE__Agricultural Land Occupation (Lop),EF_RECIPE__Fossil Fuel Potential (Ffp),EF_RECIPE__Freshwater Ecotoxicity Potential (Fetp),EF_RECIPE__Freshwater Eutrophication Potential (Fep),EF_RECIPE__Global Warming Potential (Gwp1000),EF_RECIPE__Human Toxicity Potential (Htpc),EF_RECIPE__Ionising Radiation Potential (Irp),EF_RECIPE__Marine Ecotoxicity Potential (Metp),EF_RECIPE__Marine Eutrophication Potential (Mep),EF_RECIPE__Ozone Depletion Potential (Odpinfinite),EF_RECIPE__Particulate Matter Formation Potential (Pmfp),EF_RECIPE__Photochemical Oxidant Formation Potential: Humans (Hofp),EF_RECIPE__Surplus Ore Potential (Sop),EF_RECIPE__Terrestrial Acidification Potential (Tap),EF_RECIPE__Terrestrial Ecotoxicity Potential (Tetp),EF_RECIPE__Water Consumption Potential (Wcp),EF_TRACI__Acidification Potential (Ap),EF_TRACI__Ecotoxicity: Freshwater,EF_TRACI__Eutrophication Potential,EF_TRACI__Global Warming Potential (Gwp100),EF_TRACI__Human Toxicity: Carcinogenic,EF_TRACI__Human Toxicity: Non-Carcinogenic,EF_TRACI__Maximum Incremental Reactivity (Mir),EF_TRACI__Ozone Depletion Potential (Odp),EF_TRACI__Particulate Matter Formation Potential (Pmfp),unit,lcia_source_file,lcia_scope,source_status,comments,include_scope_A_material_supply,include_scope_B_with_wafer_processing,lcia_scope_note,exclusion_reason,source_basis,lcia_scope_name
0,Bayer process / alumina refining,AU,Bayer_liquor,0.969971182,0.014534439,0.238896803,0.174176406,0.000882737,0.969971182,2.434038176,0.012638021,0.248026022,2.16e-05,3.31e-07,0.001357481,0.001804761,0.030874325,0.003576894,1.254895267,0.003108786,0.004372651,120.6319293,0.008067657,0.94239436,3.47e-06,1.67e-06,0.044706889,9.71e-08,0.000542519,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,ecoinvent_proxy_bauxite_excluded,Bayer/alumina proxy excludes bauxite burden to avoid double counting with separate bauxite mining node. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Node-level material-supply LCIA factor retained in both scopes.,Scope A - material-supply baseline
0,Bayer process / alumina refining,CA,Bayer_liquor,0.998713824,0.007122698,0.333154723,0.077803751,0.000342191,0.998713824,1.092844995,0.020560782,0.110630705,7.67e-06,5.05e-07,0.000832601,0.001382004,0.02716191,0.00219017,0.598293589,0.002779346,0.002690406,54.18581982,0.003227287,0.962172697,1.56e-06,7.24e-07,0.034406738,3.35e-07,0.000320784,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,ecoinvent_proxy_bauxite_excluded,Bayer/alumina proxy excludes bauxite burden to avoid double counting with separate bauxite mining node. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Node-level material-supply LCIA factor retained in both scopes.,Scope A - material-supply baseline
0,Bayer process / alumina refining,CN,Bayer_liquor,2.900045683,0.033484571,0.53262913,0.155409213,0.001179935,2.900045683,1.804731813,0.026525466,0.219918853,5.02e-05,5.24e-07,0.005541805,0.006632065,0.03610434,0.014741085,2.396430097,0.005548691,0.017877651,95.72481409,0.010495223,2.796906653,2.57e-06,1.63e-06,0.164637299,8.39e-08,0.002221197,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,ecoinvent_proxy_bauxite_excluded,Bayer/alumina proxy excludes bauxite burden to avoid double counting with separate bauxite mining node. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Node-level material-supply LCIA factor retained in both scopes.,Scope A - material-supply baseline
0,Bayer process / alumina refining,GR,Bayer_liquor,1.067362564,0.006783234,0.411454765,0.082430382,0.000339345,1.067362564,1.166880675,0.028772483,0.118822228,6.23e-06,3.48e-07,0.000380635,0.000970856,0.02331203,0.000932199,0.620806895,0.002560705,0.001282832,57.76140359,0.003215994,1.044258798,1.67e-06,7.63e-07,0.02388588,1.94e-07,0.000159686,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,ecoinvent_proxy_bauxite_excluded,Bayer/alumina proxy excludes bauxite burden to avoid double counting with separate bauxite mining node. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Node-level material-supply LCIA factor retained in both scopes.,Scope A - material-supply baseline
0,Bayer process / alumina refining,KZ,Bayer_liquor,2.840295557,0.02866685,0.56457703,0.150443734,0.001128045,2.840295557,1.793830378,0.022262651,0.214777804,4.7e-05,5.35e-07,0.005336442,0.005853704,0.036304362,0.014542072,4.524347715,0.004585945,0.017316751,93.94101577,0.010154776,2.760187052,2.56e-06,1.61e-06,0.145174264,1.39e-07,0.002029643,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,ecoinvent_proxy_bauxite_excluded,Bayer/alumina proxy excludes bauxite burden to avoid double counting with separate bauxite mining node. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Node-level material-supply LCIA factor retained in both scopes.,Scope A - material-supply baseline
0,Bayer process / alumina refining,US,Bayer_liquor,0.998713824,0.007122698,0.333154723,0.077803751,0.000342191,0.998713824,1.092844995,0.020560782,0.110630705,7.67e-06,5.05e-07,0.000832601,0.001382004,0.02716191,0.00219017,0.598293593,0.002779346,0.002690406,54.18581983,0.003227287,0.962172697,1.56e-06,7.24e-07,0.034406738,3.35e-07,0.000320784,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,ecoinvent_proxy_bauxite_excluded,Bayer/alumina proxy excludes bauxite burden to avoid double counting with separate bauxite mining node. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Node-level material-supply LCIA factor retained in both scopes.,Scope A - material-supply baseline
0,High-purity gallium refining,CA,6N_Ga,0.360438408,0.012164972,0.068661414,0.045450228,0.000266108,0.360438408,0.101460015,0.031763782,0.059420841,0.000628029,2e-06,0.00072062,0.00076133,0.020117336,0.001575936,3.716836075,0.014402121,0.001870959,15.47904957,0.004559587,0.352065332,1.42e-07,4.91e-07,0.019065503,5e-08,0.00041806,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,ecoinvent_derived_placeholder,Incremental 4N_Ga to 6N_Ga placeholder; upstream 4N_Ga burden excluded. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Node-level material-supply LCIA factor retained in both scopes.,Scope A - material-supply baseline
0,High-purity gallium refining,CN,6N_Ga,0.406362429,0.012521767,0.077172867,0.04565321,0.000264821,0.406362429,0.102427062,0.024346776,0.059708862,0.000627842,2e-06,0.000793863,0.000902317,0.020167488,0.00173708,3.738670531,0.013447934,0.002093323,15.58243204,0.004555979,0.394966938,1.43e-07,4.95e-07,0.022567305,4.97e-08,0.000457288,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,ecoinvent_derived_placeholder,Incremental 4N_Ga to 6N_Ga placeholder; upstream 4N_Ga burden excluded. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Node-level material-supply LCIA factor retained in both scopes.,Scope A - material-supply baseline
0,High-purity gallium refining,JP,6N_Ga,0.387048646,0.012552366,0.075673982,0.045428948,0.000262025,0.387048646,0.101576426,0.026582952,0.059398842,0.000627792,2e-06,0.000749701,0.000813316,0.0202113,0.001668356,3.730691388,0.01341042,0.001982632,15.48130913,0.004532514,0.377712422,1.42e-07,4.91e-07,0.020346755,5.02e-08,0.000425338,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,ecoinvent_derived_placeholder,Incremental 4N_Ga to 6N_Ga placeholder; upstream 4N_Ga burden excluded. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Node-level material-supply LCIA factor retained in both scopes.,Scope A - material-supply baseline
0,High-purity gallium refining,US,6N_Ga,0.377795702,0.012386273,0.073291395,0.045728272,0.000274906,0.377795702,0.102004948,0.031635011,0.059802075,0.000628606,2e-06,0.000775682,0.000775112,0.020137241,0.001603585,3.720647772,0.013438763,0.001905053,15.55620969,0.004626627,0.368906235,1.43e-07,4.94e-07,0.019408566,5.1e-08,0.000467919,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,ecoinvent_derived_placeholder,Incremental 4N_Ga to 6N_Ga placeholder; upstream 4N_Ga burden excluded. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Node-level material-supply LCIA factor retained in both scopes.,Scope A - material-supply baseline
0,TMG synthesis,CN,TMG,39.12198705,0.32635812,13.43915779,0.97394322,0.009855781,39.12198705,2.89626054,0.968789559,1.302435889,0.000901238,1.12e-05,0.035797974,0.057955984,2.939452,0.081938493,78.06051475,0.375948832,0.103028875,326.6685501,0.094235782,37.91700457,4.08e-06,5.38e-06,1.41676002,4.48e-06,0.017602441,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,source_supported_or_process_derived_foreground,Smith-derived TMG synthesis with expanded TMAl where available; upstream gallium burden excluded. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Smith-derived GaAs wafer-manufacturing benchmark; retained only in Scope B wafer-processing sensitivity.,Scope A - material-supply baseline
0,TMG synthesis,JP,TMG,38.79842679,0.325911302,13.40495037,0.972690781,0.009808996,38.79842679,2.883697192,0.996091322,1.300455917,0.000900126,1.12e-05,0.035124193,0.056610274,2.940092441,0.080810744,78.11538476,0.375442708,0.101275112,325.8749086,0.093846702,37.62407195,4.07e-06,5.32e-06,1.383205356,4.49e-06,0.01713836,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,source_supported_or_process_derived_foreground,Smith-derived TMG synthesis with expanded TMAl where available; upstream gallium burden excluded. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Smith-derived GaAs wafer-manufacturing benchmark; retained only in Scope B wafer-processing sensitivity.,Scope A - material-supply baseline
0,TMG synthesis,KR,TMG,38.84351615,0.325008605,13.41514604,0.977846978,0.010078849,38.84351615,2.898894682,1.081909174,1.307902808,0.000917308,1.12e-05,0.035214378,0.056941333,2.93907893,0.080265468,77.99173787,0.376330904,0.100898583,327.1953464,0.095861044,37.67696257,4.09e-06,5.39e-06,1.391450335,4.49e-06,0.017355266,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,source_supported_or_process_derived_foreground,Smith-derived TMG synthesis with expanded TMAl where available; upstream gallium burden excluded. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Smith-derived GaAs wafer-manufacturing benchmark; retained only in Scope B wafer-processing sensitivity.,Scope A - material-supply baseline
0,TMG synthesis,US,TMG,38.70798176,0.324365013,13.38172889,0.974893573,0.009991487,38.70798176,2.889893453,1.069200428,1.303602605,0.000911597,1.12e-05,0.035516431,0.056145351,2.939027546,0.080029446,77.82067906,0.37579292,0.100340222,326.2700091,0.095182767,37.53870563,4.07e-06,5.35e-06,1.371797693,4.5e-06,0.017732793,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,source_supported_or_process_derived_foreground,Smith-derived TMG synthesis with expanded TMAl where available; upstream gallium burden excluded. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000).,True,True,Scope A material-supply baseline row retained; also included in Scope B.,,Smith-derived GaAs wafer-manufacturing benchmark; retained only in Scope B wafer-processing sensitivity.,Scope A - material-supply baseline
0,Wafer manufacturing,CN,GaAs_wafer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,scope_A_excluded_wafer_processing_sensitivity,Smith 2018 GaAs wafer benchmark with internal gallium reclaim retained; not import-weighted technology mix. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000). SCOPE_A_WAFER_PROCESSING_EXCLUSION: Excluded from Scope A baseline due to wafer-processing functional-unit uncertainty; retained in Scope B sensitivity.,False,True,Scope B sensitivity only: full wafer-manufacturing/device-processing LCIA retained outside the material-supply baseline.,Excluded from Scope A baseline due to wafer-processing functional-unit uncertainty; retained in Scope B sensitivity.,Smith-derived GaAs wafer-manufacturing benchmark; retained only in Scope B wafer-processing sensitivity.,Scope A - material-supply baseline
0,Wafer manufacturing,CN,GaN_wafer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LCIA indicator units vary by EF_* column; active GWP alias in kg CO2-Eq/kg output,data/gallium/lcia/gallium_lcia_node_summary.csv,total_life_cycle,scope_A_excluded_wafer_processing_sensitivity,Vauche 2024 GaN-on-Si wafer/device processing benchmark; single-Si wafer background patched by exact local activity; not generic bulk GaN substrate. Biosphere rows were excluded from the successful LiAISON run; technosphere/background burdens retained. Active optimizer alias uses EF_RECIPE__Global Warming Potential (Gwp1000). SCOPE_A_WAFER_PROCESSING_EXCLUSION: Excluded from Scope A baseline due to wafer-processing functional-unit uncertainty; retained in Scope B sensitivity.,False,True,Scope B sensitivity only: full wafer-manufacturing/device-processing LCIA retained outside the material-supply baseline.,Excluded from Scope A baseline due to wafer-processing functional-unit uncertainty; retained in Scope B sensitivity.,Vauche-derived GaN-on-Si wafer-processing inventory; current kg-normalized sensitivity basis.,Scope A - material-supply baseline
