scope,process,process_location,flow,lcia_method,lcia_category,value,unit,database,raw_file
Scope2,TMG synthesis,CN,TMG,TRACI2.1,Particulate Matter Formation Potential (Pmfp),0.000649003,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Agricultural Land Occupation (Lop),0.00991499,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Global Warming Potential (Gwp1000),0.808444635,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Fossil Fuel Potential (Ffp),0.160014323,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Freshwater Ecotoxicity Potential (Fetp),0.029692546,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Freshwater Eutrophication Potential (Fep),0.00015119,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Human Toxicity Potential (Htpc),0.027565096,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Ionising Radiation Potential (Irp),0.012543114,kg Co-60-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Marine Ecotoxicity Potential (Metp),0.037431514,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Marine Eutrophication Potential (Mep),9.64e-06,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Surplus Ore Potential (Sop),0.00187453,kg Cu-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Agricultural Land Occupation (Lop),0.00991499,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Ozone Depletion Potential (Odpinfinite),1.68e-07,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Particulate Matter Formation Potential (Pmfp),0.001247426,kg PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Photochemical Oxidant Formation Potential: Humans (Hofp),0.002238309,kg NOx-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Terrestrial Acidification Potential (Tap),0.002797014,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Terrestrial Ecotoxicity Potential (Tetp),0.986441845,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Agricultural Land Occupation (Lop),0.00991499,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,CN,TMG,RECIPE,Water Consumption Potential (Wcp),0.001997185,cubic meter,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__CN__TMG.csv
Scope2,TMG synthesis,JP,TMG,TRACI2.1,Acidification Potential (Ap),0.002002333,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,TRACI2.1,Ecotoxicity: Freshwater,9.43089983,CTUe,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,TRACI2.1,Eutrophication Potential,0.000845461,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,TRACI2.1,Global Warming Potential (Gwp100),0.470781104,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,TRACI2.1,Human Toxicity: Carcinogenic,2.01e-08,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,TRACI2.1,Ozone Depletion Potential (Odp),1.12e-08,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,TRACI2.1,Maximum Incremental Reactivity (Mir),0.022036523,kg O3-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,TRACI2.1,Human Toxicity: Non-Carcinogenic,7.17e-08,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,TRACI2.1,Particulate Matter Formation Potential (Pmfp),0.000184922,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Agricultural Land Occupation (Lop),0.009468171,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Global Warming Potential (Gwp1000),0.484884384,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Fossil Fuel Potential (Ffp),0.125806903,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Freshwater Ecotoxicity Potential (Fetp),0.028440107,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Freshwater Eutrophication Potential (Fep),0.000104404,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Human Toxicity Potential (Htpc),0.015001748,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Ionising Radiation Potential (Irp),0.039844877,kg Co-60-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Marine Ecotoxicity Potential (Metp),0.035451541,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Marine Eutrophication Potential (Mep),8.53e-06,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Surplus Ore Potential (Sop),0.002514971,kg Cu-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Agricultural Land Occupation (Lop),0.009468171,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Ozone Depletion Potential (Odpinfinite),1.36e-07,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Particulate Matter Formation Potential (Pmfp),0.000573646,kg PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Photochemical Oxidant Formation Potential: Humans (Hofp),0.000892599,kg NOx-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Terrestrial Acidification Potential (Tap),0.001669264,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Terrestrial Ecotoxicity Potential (Tetp),1.041311848,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Agricultural Land Occupation (Lop),0.009468171,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,JP,TMG,RECIPE,Water Consumption Potential (Wcp),0.001491062,cubic meter,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__JP__TMG.csv
Scope2,TMG synthesis,KR,TMG,TRACI2.1,Acidification Potential (Ap),0.001625804,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,TRACI2.1,Ecotoxicity: Freshwater,10.75133763,CTUe,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,TRACI2.1,Eutrophication Potential,0.002859804,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,TRACI2.1,Global Warming Potential (Gwp100),0.523671722,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,TRACI2.1,Human Toxicity: Carcinogenic,4.16e-08,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,TRACI2.1,Ozone Depletion Potential (Odp),1.67e-08,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,TRACI2.1,Maximum Incremental Reactivity (Mir),0.030281501,kg O3-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,TRACI2.1,Human Toxicity: Non-Carcinogenic,1.44e-07,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,TRACI2.1,Particulate Matter Formation Potential (Pmfp),0.000401828,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Agricultural Land Occupation (Lop),0.008565476,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Global Warming Potential (Gwp1000),0.529973744,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Fossil Fuel Potential (Ffp),0.136002567,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Freshwater Ecotoxicity Potential (Fetp),0.033596303,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Freshwater Eutrophication Potential (Fep),0.000374258,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Human Toxicity Potential (Htpc),0.030199238,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Ionising Radiation Potential (Irp),0.125662729,kg Co-60-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Marine Ecotoxicity Potential (Metp),0.042898433,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Marine Eutrophication Potential (Mep),2.57e-05,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Surplus Ore Potential (Sop),0.00150146,kg Cu-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Agricultural Land Occupation (Lop),0.008565476,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Ozone Depletion Potential (Odpinfinite),1.56e-07,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Particulate Matter Formation Potential (Pmfp),0.00066383,kg PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Photochemical Oxidant Formation Potential: Humans (Hofp),0.001223658,kg NOx-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Terrestrial Acidification Potential (Tap),0.001123989,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Terrestrial Ecotoxicity Potential (Tetp),0.917664958,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Agricultural Land Occupation (Lop),0.008565476,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,KR,TMG,RECIPE,Water Consumption Potential (Wcp),0.002379258,cubic meter,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__KR__TMG.csv
Scope2,TMG synthesis,US,TMG,TRACI2.1,Acidification Potential (Ap),0.001067443,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,TRACI2.1,Ecotoxicity: Freshwater,9.826000307,CTUe,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,TRACI2.1,Eutrophication Potential,0.002181527,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,TRACI2.1,Global Warming Potential (Gwp100),0.385414786,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,TRACI2.1,Human Toxicity: Carcinogenic,2.89e-08,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,TRACI2.1,Ozone Depletion Potential (Odp),2.26e-08,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,TRACI2.1,Maximum Incremental Reactivity (Mir),0.01062886,kg O3-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,TRACI2.1,Human Toxicity: Non-Carcinogenic,1.04e-07,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,TRACI2.1,Particulate Matter Formation Potential (Pmfp),0.000779356,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Agricultural Land Occupation (Lop),0.007921883,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Global Warming Potential (Gwp1000),0.394439346,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Fossil Fuel Potential (Ffp),0.102585424,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Freshwater Ecotoxicity Potential (Fetp),0.030642898,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Freshwater Eutrophication Potential (Fep),0.000286896,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Human Toxicity Potential (Htpc),0.021198008,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Ionising Radiation Potential (Irp),0.112953983,kg Co-60-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Marine Ecotoxicity Potential (Metp),0.038598229,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Marine Eutrophication Potential (Mep),2e-05,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Surplus Ore Potential (Sop),0.001450076,kg Cu-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Agricultural Land Occupation (Lop),0.007921883,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Ozone Depletion Potential (Odpinfinite),1.49e-07,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Particulate Matter Formation Potential (Pmfp),0.000965883,kg PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Photochemical Oxidant Formation Potential: Humans (Hofp),0.000427676,kg NOx-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Terrestrial Acidification Potential (Tap),0.000887966,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Terrestrial Ecotoxicity Potential (Tetp),0.746606134,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Agricultural Land Occupation (Lop),0.007921883,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,TMG synthesis,US,TMG,RECIPE,Water Consumption Potential (Wcp),0.001841274,cubic meter,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__TMG_synthesis__US__TMG.csv
Scope2,Wafer manufacturing,CN,GaAs_wafer,TRACI2.1,Acidification Potential (Ap),4.901646928,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__Wafer_manufacturing__CN__GaAs_wafer.csv
Scope2,Wafer manufacturing,CN,GaAs_wafer,TRACI2.1,Ecotoxicity: Freshwater,13342.8664,CTUe,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__Wafer_manufacturing__CN__GaAs_wafer.csv
Scope2,Wafer manufacturing,CN,GaAs_wafer,TRACI2.1,Eutrophication Potential,1.611057011,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__Wafer_manufacturing__CN__GaAs_wafer.csv
Scope2,Wafer manufacturing,CN,GaAs_wafer,TRACI2.1,Global Warming Potential (Gwp100),996.6344585,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__Wafer_manufacturing__CN__GaAs_wafer.csv
Scope2,Wafer manufacturing,CN,GaAs_wafer,TRACI2.1,Human Toxicity: Carcinogenic,4.91e-05,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__Wafer_manufacturing__CN__GaAs_wafer.csv
Scope2,Wafer manufacturing,CN,GaAs_wafer,TRACI2.1,Ozone Depletion Potential (Odp),6.21e-06,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope2__Wafer_manufacturing__CN__GaAs_wafer.csv
