scope,process,process_location,flow,lcia_method,lcia_category,value,unit,database,raw_file
Scope1,Bauxite mining,AU,bauxite,TRACI2.1,Acidification Potential (Ap),0.0,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,TRACI2.1,Ecotoxicity: Freshwater,0.0,CTUe,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,TRACI2.1,Eutrophication Potential,0.0,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,TRACI2.1,Global Warming Potential (Gwp100),0.0,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,TRACI2.1,Human Toxicity: Carcinogenic,0.0,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,TRACI2.1,Ozone Depletion Potential (Odp),0.0,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,TRACI2.1,Maximum Incremental Reactivity (Mir),0.0,kg O3-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,TRACI2.1,Human Toxicity: Non-Carcinogenic,0.0,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,TRACI2.1,Particulate Matter Formation Potential (Pmfp),0.0,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Agricultural Land Occupation (Lop),0.0,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Global Warming Potential (Gwp1000),0.0,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Fossil Fuel Potential (Ffp),0.0,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Freshwater Ecotoxicity Potential (Fetp),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Freshwater Eutrophication Potential (Fep),0.0,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Human Toxicity Potential (Htpc),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Ionising Radiation Potential (Irp),0.0,kg Co-60-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Marine Ecotoxicity Potential (Metp),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Marine Eutrophication Potential (Mep),0.0,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Surplus Ore Potential (Sop),0.0,kg Cu-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Agricultural Land Occupation (Lop),0.0,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Ozone Depletion Potential (Odpinfinite),0.0,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Particulate Matter Formation Potential (Pmfp),0.0,kg PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Photochemical Oxidant Formation Potential: Humans (Hofp),0.0,kg NOx-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Terrestrial Acidification Potential (Tap),0.0,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Terrestrial Ecotoxicity Potential (Tetp),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Agricultural Land Occupation (Lop),0.0,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,AU,bauxite,RECIPE,Water Consumption Potential (Wcp),0.0,cubic meter,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__AU__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,TRACI2.1,Acidification Potential (Ap),0.0,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,TRACI2.1,Ecotoxicity: Freshwater,0.0,CTUe,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,TRACI2.1,Eutrophication Potential,0.0,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,TRACI2.1,Global Warming Potential (Gwp100),0.0,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,TRACI2.1,Human Toxicity: Carcinogenic,0.0,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,TRACI2.1,Ozone Depletion Potential (Odp),0.0,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,TRACI2.1,Maximum Incremental Reactivity (Mir),0.0,kg O3-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,TRACI2.1,Human Toxicity: Non-Carcinogenic,0.0,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,TRACI2.1,Particulate Matter Formation Potential (Pmfp),0.0,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Agricultural Land Occupation (Lop),0.0,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Global Warming Potential (Gwp1000),0.0,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Fossil Fuel Potential (Ffp),0.0,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Freshwater Ecotoxicity Potential (Fetp),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Freshwater Eutrophication Potential (Fep),0.0,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Human Toxicity Potential (Htpc),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Ionising Radiation Potential (Irp),0.0,kg Co-60-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Marine Ecotoxicity Potential (Metp),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Marine Eutrophication Potential (Mep),0.0,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Surplus Ore Potential (Sop),0.0,kg Cu-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Agricultural Land Occupation (Lop),0.0,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Ozone Depletion Potential (Odpinfinite),0.0,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Particulate Matter Formation Potential (Pmfp),0.0,kg PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Photochemical Oxidant Formation Potential: Humans (Hofp),0.0,kg NOx-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Terrestrial Acidification Potential (Tap),0.0,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Terrestrial Ecotoxicity Potential (Tetp),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Agricultural Land Occupation (Lop),0.0,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,CN,bauxite,RECIPE,Water Consumption Potential (Wcp),0.0,cubic meter,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__CN__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,TRACI2.1,Acidification Potential (Ap),0.0,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,TRACI2.1,Ecotoxicity: Freshwater,0.0,CTUe,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,TRACI2.1,Eutrophication Potential,0.0,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,TRACI2.1,Global Warming Potential (Gwp100),0.0,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,TRACI2.1,Human Toxicity: Carcinogenic,0.0,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,TRACI2.1,Ozone Depletion Potential (Odp),0.0,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,TRACI2.1,Maximum Incremental Reactivity (Mir),0.0,kg O3-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,TRACI2.1,Human Toxicity: Non-Carcinogenic,0.0,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,TRACI2.1,Particulate Matter Formation Potential (Pmfp),0.0,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Agricultural Land Occupation (Lop),0.0,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Global Warming Potential (Gwp1000),0.0,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Fossil Fuel Potential (Ffp),0.0,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Freshwater Ecotoxicity Potential (Fetp),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Freshwater Eutrophication Potential (Fep),0.0,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Human Toxicity Potential (Htpc),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Ionising Radiation Potential (Irp),0.0,kg Co-60-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Marine Ecotoxicity Potential (Metp),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Marine Eutrophication Potential (Mep),0.0,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Surplus Ore Potential (Sop),0.0,kg Cu-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Agricultural Land Occupation (Lop),0.0,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Ozone Depletion Potential (Odpinfinite),0.0,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Particulate Matter Formation Potential (Pmfp),0.0,kg PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Photochemical Oxidant Formation Potential: Humans (Hofp),0.0,kg NOx-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Terrestrial Acidification Potential (Tap),0.0,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Terrestrial Ecotoxicity Potential (Tetp),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Agricultural Land Occupation (Lop),0.0,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,GR,bauxite,RECIPE,Water Consumption Potential (Wcp),0.0,cubic meter,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__GR__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,TRACI2.1,Acidification Potential (Ap),0.0,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,TRACI2.1,Ecotoxicity: Freshwater,0.0,CTUe,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,TRACI2.1,Eutrophication Potential,0.0,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,TRACI2.1,Global Warming Potential (Gwp100),0.0,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,TRACI2.1,Human Toxicity: Carcinogenic,0.0,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,TRACI2.1,Ozone Depletion Potential (Odp),0.0,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,TRACI2.1,Maximum Incremental Reactivity (Mir),0.0,kg O3-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,TRACI2.1,Human Toxicity: Non-Carcinogenic,0.0,CTUh,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,TRACI2.1,Particulate Matter Formation Potential (Pmfp),0.0,PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Agricultural Land Occupation (Lop),0.0,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Global Warming Potential (Gwp1000),0.0,kg CO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Fossil Fuel Potential (Ffp),0.0,kg oil-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Freshwater Ecotoxicity Potential (Fetp),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Freshwater Eutrophication Potential (Fep),0.0,kg P-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Human Toxicity Potential (Htpc),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Ionising Radiation Potential (Irp),0.0,kg Co-60-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Marine Ecotoxicity Potential (Metp),0.0,"kg 1,4-DCB-Eq",premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Marine Eutrophication Potential (Mep),0.0,kg N-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Surplus Ore Potential (Sop),0.0,kg Cu-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Agricultural Land Occupation (Lop),0.0,m2*a crop-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Ozone Depletion Potential (Odpinfinite),0.0,kg CFC-11-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Particulate Matter Formation Potential (Pmfp),0.0,kg PM2.5-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Photochemical Oxidant Formation Potential: Humans (Hofp),0.0,kg NOx-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
Scope1,Bauxite mining,KZ,bauxite,RECIPE,Terrestrial Acidification Potential (Tap),0.0,kg SO2-Eq,premise_updated_ecoinvent_2020,LiAISON patch-v2 raw/gallium_topology_expanded_patch_v2_Scope1__Bauxite_mining__KZ__bauxite.csv
