analyzed_process,analyzed_process_location,flow_name,flow_category,flow_subcategory,flow_unit,flow_uuid,amount,num_contributing_activities,source_process,source_material,lcia_method,lcia_category,profile_basis,raw_contribution_rows,num_contributing_regions
Bayer process / alumina refining__Bayer_liquor,CN,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,ade9e607-4dc9-52b3-8bc2-10b97f1946fa,0.3009614669984201,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
Bayer process / alumina refining__Bayer_liquor,CN,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,ded2660e-fbe5-560e-82b4-677131788b33,94.08601088770362,4,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
Bayer process / alumina refining__Bayer_liquor,CN,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,90d45a8b-6118-5598-a125-a30711b77968,1.0885052525427,6,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
Bayer process / alumina refining__Bayer_liquor,CN,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,2b216dbf-47c2-513c-9824-1ca44edd3936,0.010474894269169515,43,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,28
Bayer process / alumina refining__Bayer_liquor,CN,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,bf59001c-6c98-5a13-b01e-5da6c29f72ac,2.754775055752122,43,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
Bayer process / alumina refining__Bayer_liquor,CN,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,c62da0ae-e628-51ff-b1ab-896015e40560,2.5729303997460944e-06,18,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
Bayer process / alumina refining__Bayer_liquor,CN,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,0e8a994f-5482-5e47-9359-96dc424c643e,3.346769428266652e-08,10,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
Bayer process / alumina refining__Bayer_liquor,CN,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,f195d4ef-d15f-5e65-a60b-f14599e1752e,2.878224254165227e-09,4,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
Bayer process / alumina refining__Bayer_liquor,CN,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,a4e42171-cb28-59f5-93d0-65c409447913,1.5743396700074774e-06,6,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
Bayer process / alumina refining__Bayer_liquor,CN,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,19dc0730-6510-5688-a5b7-a5d874a126c5,0.1631878148054149,25,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
Bayer process / alumina refining__Bayer_liquor,CN,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,b1113c2e-5150-5dd5-885d-cb4adaf1e6ec,8.372393565598765e-08,13,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
Bayer process / alumina refining__Bayer_liquor,CN,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,163242f6-81e0-5f5d-852b-94c21ce13f7a,3.892977825737925e-11,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
Bayer process / alumina refining__Bayer_liquor,CN,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,f44a2e3a-e92e-53c8-b148-07996c3b666a,1.1778248525915908e-10,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
Bayer process / alumina refining__Bayer_liquor,CN,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,c778db70-95e0-53a2-9d4e-e8f1f1126b7e,0.0021718176780606605,38,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,26
Bayer process / alumina refining__Bayer_liquor,GR,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,e6e2f678-0f5b-570a-9b27-66d3b04ec506,0.0011400745855451439,49,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
Bayer process / alumina refining__Bayer_liquor,GR,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,068f4219-ece3-529a-bd7e-024ca4a841c5,0.1043034169394277,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
Bayer process / alumina refining__Bayer_liquor,GR,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,8c5aecca-9482-58d9-a008-16f84a723500,57.261537187863716,4,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
Bayer process / alumina refining__Bayer_liquor,GR,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,97cb1a6f-722f-5b25-b1bf-35682c46875f,0.2954776690404662,6,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
Bayer process / alumina refining__Bayer_liquor,GR,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,68ba7eed-cac2-5ff3-89b9-639fb27fd9de,0.0032018866512171424,43,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,28
Bayer process / alumina refining__Bayer_liquor,GR,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,5e94a46c-2c68-51e2-9e49-32cd5edf4307,1.004811774636406,43,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
Bayer process / alumina refining__Bayer_liquor,GR,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,ba5263c0-1518-5456-82bb-5db5d8d10ae0,1.6654217305595201e-06,18,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
Bayer process / alumina refining__Bayer_liquor,GR,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,73fba301-ccfb-526c-bc83-b66ed383082f,8.780189977255411e-09,10,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
Bayer process / alumina refining__Bayer_liquor,GR,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,fe4825fd-859c-57b6-8d31-67ca8539e370,7.795547524775111e-10,4,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
Bayer process / alumina refining__Bayer_liquor,GR,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,f8a0ac92-bc20-5142-981f-0a0eddf3e871,7.483930869504914e-07,6,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
Bayer process / alumina refining__Bayer_liquor,GR,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,9980c1cb-9cd0-5305-8171-0d0ea1e0ea58,0.022701549652390934,25,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
Bayer process / alumina refining__Bayer_liquor,GR,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,52cb22f3-a35e-596d-a162-365e35d89d4e,1.9371986906901242e-07,13,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
Bayer process / alumina refining__Bayer_liquor,GR,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,54775e39-eeae-580b-a7ca-bf1d55643213,1.0028902751630584e-11,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
Bayer process / alumina refining__Bayer_liquor,GR,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,b54ecc2d-28a8-5d09-bd6d-14a63cd15354,2.1176019155411996e-11,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
Bayer process / alumina refining__Bayer_liquor,GR,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,767f740b-05d5-50cb-a8f5-15fafd204066,0.00013818866378861609,38,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,26
Bayer process / alumina refining__Bayer_liquor,KZ,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,8ce21339-47ec-5730-89c5-05c1342158b1,0.017052517719374494,49,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
Bayer process / alumina refining__Bayer_liquor,KZ,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,ba0a65c8-cbc1-57f3-b963-db9670999d72,0.2941913009313143,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
Bayer process / alumina refining__Bayer_liquor,KZ,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,36171fe4-cd44-54b3-87e0-400a32cf6ad8,92.40329400834644,4,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
Bayer process / alumina refining__Bayer_liquor,KZ,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,81b27f08-d45e-5de7-a141-23a7d4bf4012,1.0185855529497858,6,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
Bayer process / alumina refining__Bayer_liquor,KZ,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,ed5cb59a-05d7-5f7b-bdca-50b48cc40e22,0.010130770691958899,43,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,28
Bayer process / alumina refining__Bayer_liquor,KZ,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,d7bb8fc5-67bb-5dc3-beba-fb09126934a9,2.7130118783225052,43,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
Bayer process / alumina refining__Bayer_liquor,KZ,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,b30cf01c-89c5-52cc-8ca8-e04d4ccc3334,2.557296976986968e-06,18,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
Bayer process / alumina refining__Bayer_liquor,KZ,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,f39b7d6f-d606-5752-9d1a-192f7a96c6b3,2.4992255438787586e-08,10,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
Bayer process / alumina refining__Bayer_liquor,KZ,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,eeea9563-6e5f-59b7-bcfd-36bea8978131,1.914668424399433e-09,4,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
Bayer process / alumina refining__Bayer_liquor,KZ,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,bd8e68af-35b0-5372-81d3-c07c924c50d4,1.567123267503045e-06,6,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
Bayer process / alumina refining__Bayer_liquor,KZ,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,af614c0a-8ca0-5cec-8f4f-dd97aebb9686,0.14338560857446794,25,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
Bayer process / alumina refining__Bayer_liquor,KZ,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,77863cf4-f8ca-521e-8caa-f01d3332b6de,1.384668451985446e-07,13,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
Bayer process / alumina refining__Bayer_liquor,KZ,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,7bd4d5c3-382b-5c18-a05f-570bb60c326c,3.13910059112486e-11,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
Bayer process / alumina refining__Bayer_liquor,KZ,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,9fcd055c-d3a2-5a7b-85ea-5e13770a98f3,5.973219322849576e-11,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
Bayer process / alumina refining__Bayer_liquor,KZ,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,30df489d-dc41-58aa-875b-fefcc2bab8f9,0.001984501005042215,38,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,26
Bayer process / alumina refining__Bayer_liquor,US,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,d1b70f24-9a58-5438-8503-7276cf2e03b6,0.0025766837867103962,49,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
Bayer process / alumina refining__Bayer_liquor,US,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,8618830e-aaad-58f2-a261-1919703996c5,0.115645037699159,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
Bayer process / alumina refining__Bayer_liquor,US,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,c45bff91-c548-5c8d-800e-5f1316c6d009,53.57768816926423,4,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
Bayer process / alumina refining__Bayer_liquor,US,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,a79bdd43-2bfa-5f78-a3a7-631cd72779d0,0.3855003239430391,6,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
Bayer process / alumina refining__Bayer_liquor,US,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,732aa301-e56e-5b1e-a131-10fa5cd04bad,0.0032148052470365304,43,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,28
Bayer process / alumina refining__Bayer_liquor,US,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,d01aaeba-d735-559c-b6ff-6bc373dbd817,0.9391179252983417,43,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
Bayer process / alumina refining__Bayer_liquor,US,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,63948d97-a898-5a7b-9d27-434a7aff313b,1.5592000192168184e-06,18,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
Bayer process / alumina refining__Bayer_liquor,US,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,77a4de56-5784-5441-8e08-e752e3996b37,1.0474163433282753e-08,10,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
Bayer process / alumina refining__Bayer_liquor,US,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,b954dda6-8ef2-59eb-be48-f2c9c38d07c7,8.4489020211057e-10,4,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
Bayer process / alumina refining__Bayer_liquor,US,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,0708671c-e5b9-5585-94ec-a83c727f36c4,7.07649623873745e-07,6,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
Bayer process / alumina refining__Bayer_liquor,US,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,67ef8509-c518-54aa-accb-4024c8f0d2af,0.03350770818162493,25,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
Bayer process / alumina refining__Bayer_liquor,US,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,525dfe93-e70c-5091-873f-841c88101561,3.347912400981171e-07,13,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
Bayer process / alumina refining__Bayer_liquor,US,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,8255cb4b-ba04-5fff-89f8-4a41b02bb145,1.1718584046419257e-11,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
Bayer process / alumina refining__Bayer_liquor,US,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,836221a9-a693-5619-9edb-179030590fa5,2.6274545012361432e-11,7,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
Bayer process / alumina refining__Bayer_liquor,US,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,f14edeb0-4cb8-5b7c-85e9-d0a67a094f40,0.00030090161853644863,38,Bayer process / alumina refining,Bayer_liquor,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,26
High-purity gallium refining__6N_Ga,CA,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,32fbf566-2da7-5029-a0d2-31a461b71a86,0.001635260411524782,49,High-purity gallium refining,6N_Ga,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
High-purity gallium refining__6N_Ga,CA,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,1b4a4681-9b15-5368-bc75-39b3a3cdb8f3,0.5407127600000831,7,High-purity gallium refining,6N_Ga,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
High-purity gallium refining__6N_Ga,CA,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,7c48650e-adc2-5505-b1ce-f12986c5b3ce,13.144951009889345,4,High-purity gallium refining,6N_Ga,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
