analyzed_process,analyzed_process_location,flow_name,flow_category,flow_subcategory,flow_unit,flow_uuid,amount,num_contributing_activities,source_process,source_material,lcia_method,lcia_category,profile_basis,raw_contribution_rows,num_contributing_regions
Wafer manufacturing__GaAs_wafer,JP,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,73900a9e-57e6-584a-872c-336b0dfc887e,619.9387967085346,44,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
Wafer manufacturing__GaAs_wafer,JP,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,537caff0-dc4a-535e-b3f1-740279d75d89,2.791724062492618e-05,18,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
Wafer manufacturing__GaAs_wafer,JP,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,11065e4b-d17e-5961-97fb-b79f52ee70b3,1.0882070181628033e-05,10,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
Wafer manufacturing__GaAs_wafer,JP,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,92deb0c2-75ce-5367-963f-5f5af1386084,9.833576050477636e-07,4,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
Wafer manufacturing__GaAs_wafer,JP,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,b061ae61-39f3-5262-a983-be8a5b5d6a20,8.190452392334384e-05,6,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
Wafer manufacturing__GaAs_wafer,JP,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,dc47293d-3977-51c9-8ece-001aa59f7784,29.36164859415689,25,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
Wafer manufacturing__GaAs_wafer,JP,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,a4685b14-3adf-54f6-af99-f7a438ca9fb1,1.5902290735062003e-05,13,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
Wafer manufacturing__GaAs_wafer,JP,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,1760b1f9-fba2-593a-9f93-5df30cab5076,5.2825692617700126e-09,7,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
Wafer manufacturing__GaAs_wafer,JP,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,bd5eb166-1cb5-5e88-85d8-c834321e6af2,1.2464784319952736e-08,7,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
Wafer manufacturing__GaAs_wafer,JP,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,295b127b-2177-520a-be46-c87dddfffd3d,0.24733449041978875,39,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,25
Wafer manufacturing__GaAs_wafer,KR,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,eafefbdb-9411-54ea-8fce-745b480e110d,2.1557071497054516,50,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
Wafer manufacturing__GaAs_wafer,KR,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,9abafc84-d410-538b-82a8-bf7cc434c567,161.17635693738086,7,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
Wafer manufacturing__GaAs_wafer,KR,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,54724bb1-e06f-5e47-aff3-3588882c28bf,13584.923428787604,4,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
Wafer manufacturing__GaAs_wafer,KR,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,16dc0849-8f90-5811-94dc-754eded8842e,446.20854571736396,6,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
Wafer manufacturing__GaAs_wafer,KR,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,a01b9acf-a78c-5b4e-b949-68da7b1d5e9e,3.783639864370845,44,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,27
Wafer manufacturing__GaAs_wafer,KR,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,d26785c4-944f-5698-9c19-977db1625095,690.8163038282463,44,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
Wafer manufacturing__GaAs_wafer,KR,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,567e066a-4008-55ab-9f0e-1ab53b36df69,5.599361674858358e-05,18,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
Wafer manufacturing__GaAs_wafer,KR,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,c5bdd754-3ac4-5011-a440-d6aa8fca0825,1.2921857325319817e-05,10,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
Wafer manufacturing__GaAs_wafer,KR,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,eee39eeb-a9df-5d83-a504-db923c2c725b,1.1353801967719707e-06,4,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
Wafer manufacturing__GaAs_wafer,KR,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,77b0e284-95dc-50c9-9c4e-2f7c1a4a6aa6,0.00017310638006317258,6,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
Wafer manufacturing__GaAs_wafer,KR,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,59b98f1a-b846-58cb-a4b0-f3bf3dc6a70a,40.19875234976282,25,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
Wafer manufacturing__GaAs_wafer,KR,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,4cdc53f3-f7a3-537c-a2c4-1ca3f878f099,2.3035708065896272e-05,13,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
Wafer manufacturing__GaAs_wafer,KR,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,fff15130-8a76-531b-9c77-51559cf383d6,3.383982890221754e-09,7,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
Wafer manufacturing__GaAs_wafer,KR,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,5e39e8ae-9a07-53ba-aa7e-2de76ffacae7,8.67376783670403e-09,7,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
Wafer manufacturing__GaAs_wafer,KR,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,2e5a1159-9f64-59a7-948f-9f6f9c644fc2,0.5326148609978261,39,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,25
Wafer manufacturing__GaAs_wafer,US,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,66ee8b90-70f4-5150-aeef-1792a6d6dac6,1.4145313272660474,50,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
Wafer manufacturing__GaAs_wafer,US,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,4c3826e3-bd08-5358-9988-23a31dd2f0d2,165.75343331899717,7,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
Wafer manufacturing__GaAs_wafer,US,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,d0668907-c9c9-583c-8a1e-0167abd65f66,12430.224781277264,4,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
Wafer manufacturing__GaAs_wafer,US,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,b3fd585a-8fd0-5bc2-91c6-ee2042ea34e0,391.5208260438033,6,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
Wafer manufacturing__GaAs_wafer,US,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,c915b9cd-7b3e-589b-bbd9-8c6621817f5a,2.8979085311463426,44,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,27
Wafer manufacturing__GaAs_wafer,US,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,9bb99588-62dc-556d-8e26-253fb86690a8,508.27397579357984,44,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
Wafer manufacturing__GaAs_wafer,US,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,e60df507-536d-5f49-90dc-9be84e2d6ec5,3.9379144059070984e-05,18,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
Wafer manufacturing__GaAs_wafer,US,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,eca3b534-ae4b-5726-9877-d49753768c49,1.4152628307856543e-05,10,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
Wafer manufacturing__GaAs_wafer,US,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,3c62316b-037a-5a8e-9aa6-80cc7dd59812,1.197046173784542e-06,4,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
Wafer manufacturing__GaAs_wafer,US,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,c72b180d-17d7-57cc-b1cc-3d6fffaad4c3,0.00011976721103639288,6,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
Wafer manufacturing__GaAs_wafer,US,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,3dad00cf-09bd-5adf-9c3f-18a812511c2b,14.527004042336706,25,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
Wafer manufacturing__GaAs_wafer,US,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,f28655db-f4a2-533f-ad94-09e7f534b5f3,3.077098851483521e-05,13,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
Wafer manufacturing__GaAs_wafer,US,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,f307b28e-4cfe-5586-a1ec-d3cb6347cf92,3.2859878147599448e-09,7,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
Wafer manufacturing__GaAs_wafer,US,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,ddf0bb63-0fe3-5c49-b620-748e365bab50,9.889411106973386e-09,7,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
Wafer manufacturing__GaAs_wafer,US,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,afc935bb-fc46-5a96-9714-aeb1c92a27bf,1.024751685146794,39,Wafer manufacturing,GaAs_wafer,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,25
Wafer manufacturing__GaN_wafer,CN,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,7c0076f2-82cb-5add-a40e-eae7e190556e,253.1347771270535,49,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
Wafer manufacturing__GaN_wafer,CN,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,2f190b6d-4439-570d-b9d6-cc67f8f3f7f2,20465.34503312933,7,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
Wafer manufacturing__GaN_wafer,CN,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,a80e0222-16cb-5529-bd3a-7785cb0d0505,815341.2664514196,4,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
Wafer manufacturing__GaN_wafer,CN,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,2c15b362-c9a6-5319-8dd4-5156602baf52,59315.93785169922,6,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
Wafer manufacturing__GaN_wafer,CN,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,c2c5a8db-96e5-5f84-91f6-b251be955413,117.47748976211119,43,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,28
Wafer manufacturing__GaN_wafer,CN,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,d1e31196-4597-5523-b3c2-780c14702027,52293.94769324599,43,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
Wafer manufacturing__GaN_wafer,CN,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,1dc71087-4338-5522-8f5f-7a2ce9ee1027,0.0032991075224512193,18,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
Wafer manufacturing__GaN_wafer,CN,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,fe8ae244-487d-5f12-a045-ac8f3422d81f,0.002038034699605366,10,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
Wafer manufacturing__GaN_wafer,CN,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,fff64aea-b648-579c-b17f-21f07c1cadca,0.0001908969158005161,4,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
Wafer manufacturing__GaN_wafer,CN,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,87354f39-3e85-5e27-bed5-4b44ee3bba6d,0.008328667216091112,6,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
Wafer manufacturing__GaN_wafer,CN,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,ebc809e2-125a-5e29-9c7c-304563f209bb,3724.480863344745,25,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
Wafer manufacturing__GaN_wafer,CN,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,e3a9bf61-a9bf-5edd-b28d-63cb202dcbce,0.0010623132714746135,13,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
Wafer manufacturing__GaN_wafer,CN,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,37feeaeb-c1bc-579f-a06a-7c236eb66c6b,2.262475923995716e-06,7,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
Wafer manufacturing__GaN_wafer,CN,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,26bf8900-9d04-5de8-8dbf-c1abd7c99187,9.154675980011549e-06,7,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
Wafer manufacturing__GaN_wafer,CN,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,43a2c917-b5b6-5db0-b3f4-8b885fc858c0,44.291643105681445,38,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,26
Wafer manufacturing__GaN_wafer,JP,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,0d366ef2-2069-5b7b-ba77-91773ca89e43,145.5212878818095,49,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
Wafer manufacturing__GaN_wafer,JP,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,13bda398-e208-5185-9542-f61bab2ecd92,18890.453031550784,7,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
Wafer manufacturing__GaN_wafer,JP,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,362f3c86-6d04-5b40-a3b7-3f537c5aa035,773777.6235107459,4,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
Wafer manufacturing__GaN_wafer,JP,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,fd52744d-b38c-5649-861e-21aefa1a4d74,54031.606508361154,6,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
Wafer manufacturing__GaN_wafer,JP,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,a160da32-7399-552c-8488-177ed9705e8a,93.16661152500137,43,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,28
Wafer manufacturing__GaN_wafer,JP,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,d803105e-07b6-5825-a1c8-31435afdb811,34242.03938624583,43,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
Wafer manufacturing__GaN_wafer,JP,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,c9d971c9-5cdf-5dbc-bf25-0b39c31fec6a,0.0022175936552959533,18,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
Wafer manufacturing__GaN_wafer,JP,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,310f057b-d773-519a-84b6-c1079380b1e5,0.0013676291536134047,10,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
Wafer manufacturing__GaN_wafer,JP,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,1b02d0ab-0b34-56ff-a036-49b4df6f8cf9,0.00011741996536523543,4,Wafer manufacturing,GaN_wafer,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
