time_period,source,source_location,destination,destination_location,material,flow_value
1,mining,CN,mining,CN,bastnasite,63.2803193886783
1,mining,CN,beneficiation,CN,monazaite,4184262.920143219
1,mining,CN,beneficiation,CN,bastnasite,778.8182821717342
1,mining,CN,chemical transformation,CN,iron,1014015.3698580283
1,mining,US,mining,US,bastnasite,4745.503237141634
1,mining,US,chemical transformation,US,iron,670049.0799019834
1,molten_salt electrolysis,CN,chemical transformation,CN,neodynium,475319.70462095074
1,molten_salt electrolysis,CN,chemical transformation,US,neodynium,1.083891656596911
1,molten_salt electrolysis,EE,chemical transformation,US,neodynium,313019.3494299062
1,molten_salt electrolysis,JP,chemical transformation,US,neodynium,973.4449158830961
1,molten_salt electrolysis,US,chemical transformation,US,neodynium,91.62796660879968
1,pyrometallurgical,US,magnet manufacturing,US,neodynium dysprosium iron alloy,2.398477044150996
1,sulfuric acid digestion,CN,metallothermic reduction,CN,neodynium_oxide,0.24039574744519449
1,sulfuric acid digestion,CN,metallothermic reduction,JP,neodynium_oxide,0.2402717402543944
1,sulfuric acid digestion,CN,metallothermic reduction,EE,neodynium_oxide,0.2402722506509849
1,sulfuric acid digestion,CN,molten_salt electrolysis,CN,neodynium_oxide,556633.4065372555
1,sulfuric acid digestion,CN,molten_salt electrolysis,CN,dysprosium_oxide,2692.542169057752
1,sulfuric acid digestion,CN,molten_salt electrolysis,JP,neodynium_oxide,577.0952106817588
1,sulfuric acid digestion,CN,molten_salt electrolysis,JP,dysprosium_oxide,2.791521202966065
1,sulfuric acid digestion,CN,molten_salt electrolysis,US,neodynium_oxide,51.875213472262814
1,sulfuric acid digestion,CN,molten_salt electrolysis,US,dysprosium_oxide,0.2509316997370669
1,sulfuric acid digestion,CN,molten_salt electrolysis,EE,neodynium_oxide,149106.9165085585
1,sulfuric acid digestion,CN,molten_salt electrolysis,EE,dysprosium_oxide,721.2586529015883
1,use phase,US,direct reuse,US,hp_magnet,72237.19247217376
1,use phase,US,magnet-to-magnet recycling,US,hp_magnet,6.389869243108447
1,use phase,US,hydrometallurgical,US,hp_magnet,4.355592698366246
1,use phase,US,pyrometallurgical,US,hp_magnet,3.245143802093273
1,use phase,US,cryogenic,US,hp_magnet,2.5858784113128483
2,beneficiation,CN,sulfuric acid digestion,CN,phosphate,1465707.260568543
2,beneficiation,CN,hydrochloric acid digestion,CN,flurocarbonate,52.73204858144536
2,chemical transformation,CN,magnet manufacturing,CN,neodynium dysprosium iron alloy,22.124728197846117
2,chemical transformation,CN,magnet manufacturing,JP,neodynium dysprosium iron alloy,111.5855525621452
2,chemical transformation,CN,magnet manufacturing,US,neodynium dysprosium iron alloy,50.344418531034066
2,chemical transformation,CN,magnet manufacturing,EE,neodynium dysprosium iron alloy,1504211.8136588049
2,chemical transformation,US,magnet manufacturing,JP,neodynium dysprosium iron alloy,111.58145114327947
2,chemical transformation,US,magnet manufacturing,US,neodynium dysprosium iron alloy,50.34349753036322
2,chemical transformation,US,magnet manufacturing,EE,neodynium dysprosium iron alloy,999836.1141834422
2,clay mining,BR,clay refining,BR,ion adsorption clay,611152.6608193427
2,clay mining,CN,clay refining,CN,ion adsorption clay,83666.28757940531
2,clay mining,MM,clay refining,MM,ion adsorption clay,16.018254908279992
2,clay refining,BR,metallothermic reduction,JP,neodynium_oxide,244.03858504071107
2,clay refining,BR,metallothermic reduction,JP,dysprosium_oxide,255.94290617115422
2,clay refining,BR,metallothermic reduction,EE,neodynium_oxide,24867.126955363026
2,clay refining,BR,metallothermic reduction,EE,dysprosium_oxide,26080.157538460415
2,clay refining,BR,molten_salt electrolysis,JP,neodynium_oxide,291.0059170011626
2,clay refining,BR,molten_salt electrolysis,JP,dysprosium_oxide,305.2013274955302
2,clay refining,BR,molten_salt electrolysis,US,neodynium_oxide,47.694715765952125
2,clay refining,BR,molten_salt electrolysis,US,dysprosium_oxide,50.021287175675305
2,clay refining,BR,molten_salt electrolysis,EE,neodynium_oxide,225122.72477274312
2,clay refining,BR,molten_salt electrolysis,EE,dysprosium_oxide,236104.32110302977
2,clay refining,CN,metallothermic reduction,CN,neodynium_oxide,34726.68863031995
2,clay refining,CN,metallothermic reduction,CN,dysprosium_oxide,38948.96936597255
2,clay refining,CN,metallothermic reduction,JP,neodynium_oxide,2.0149472193728397
2,clay refining,CN,metallothermic reduction,JP,dysprosium_oxide,2.259936518702213
2,clay refining,CN,metallothermic reduction,EE,neodynium_oxide,2.0304236810551335
2,clay refining,CN,metallothermic reduction,EE,dysprosium_oxide,2.2772947021552
2,clay refining,CN,molten_salt electrolysis,CN,neodynium_oxide,1.2803461506338114
2,clay refining,CN,molten_salt electrolysis,CN,dysprosium_oxide,1.4360182111654904
2,clay refining,CN,molten_salt electrolysis,JP,neodynium_oxide,1.2747304316803372
2,clay refining,CN,molten_salt electrolysis,JP,dysprosium_oxide,1.4297196991531262
2,clay refining,CN,molten_salt electrolysis,US,neodynium_oxide,1.2468736484603034
2,clay refining,CN,molten_salt electrolysis,US,dysprosium_oxide,1.3984759198274779
2,clay refining,CN,molten_salt electrolysis,EE,neodynium_oxide,1.2803391458535083
2,clay refining,CN,molten_salt electrolysis,EE,dysprosium_oxide,1.4360103547016523
2,clay refining,MM,metallothermic reduction,CN,neodynium_oxide,4.4977225397744665
2,clay refining,MM,metallothermic reduction,CN,dysprosium_oxide,5.315490274278916
2,clay refining,MM,molten_salt electrolysis,CN,neodynium_oxide,0.7883015799579306
2,clay refining,MM,molten_salt electrolysis,CN,dysprosium_oxide,0.9316291399502818
2,cryogenic,US,magnet manufacturing,US,neodynium dysprosium iron alloy,1.823044279975558
2,direct reuse,US,magnet_market_mix,US,hp_magnet,68986.51881092595
2,hydrochloric acid digestion,CN,metallothermic reduction,CN,neodynium_oxide,0.2316531910435705
2,hydrochloric acid digestion,CN,metallothermic reduction,JP,neodynium_oxide,0.23153720489239824
2,hydrochloric acid digestion,CN,metallothermic reduction,EE,neodynium_oxide,0.23153813269571366
2,hydrochloric acid digestion,CN,molten_salt electrolysis,CN,neodynium_oxide,6.275819686641537
2,hydrochloric acid digestion,CN,molten_salt electrolysis,JP,neodynium_oxide,6.143070442377525
2,hydrochloric acid digestion,CN,molten_salt electrolysis,US,neodynium_oxide,5.545753116317364
2,hydrochloric acid digestion,CN,molten_salt electrolysis,EE,neodynium_oxide,6.275620095379196
2,hydrometallurgical,US,magnet manufacturing,US,neodynium dysprosium iron alloy,3.506252122184829
2,magnet manufacturing,CN,magnet_market_mix,US,hp_magnet,15.932230821553519
2,magnet manufacturing,EE,magnet_market_mix,US,hp_magnet,1775369.980825973
2,magnet manufacturing,JP,magnet_market_mix,US,hp_magnet,157.55365882639526
2,magnet manufacturing,US,magnet_market_mix,US,hp_magnet,78.15317116713372
2,magnet-to-magnet recycling,US,magnet_market_mix,US,hp_magnet,5.463338202857722
2,magnet_market_mix,US,use phase,US,hp_magnet,1844541.221161288
2,metallothermic reduction,CN,chemical transformation,CN,dysprosium,31341.580590793666
2,metallothermic reduction,CN,chemical transformation,US,dysprosium,0.49348848331644896
2,metallothermic reduction,EE,chemical transformation,US,dysprosium,20631.20775733723
2,metallothermic reduction,JP,chemical transformation,US,dysprosium,203.6747737004813
2,mining,AU,mining,AU,bastnasite,395.8697105952538
2,mining,BR,mining,BR,bastnasite,3304502.7322056545
2,mining,CA,mining,CA,bastnasite,2465514.818522801
2,mining,CN,mining,CN,monazaite,63.280279870396456
2,mining,CN,mining,CN,bastnasite,63.28031942289795
2,mining,CN,beneficiation,CN,monazaite,4064972.850122148
2,mining,CN,beneficiation,CN,bastnasite,775.5511388149569
2,mining,CN,chemical transformation,CN,iron,1002930.5789053972
2,mining,US,mining,US,bastnasite,4745.503237141631
2,mining,US,chemical transformation,US,iron,666732.032624673
2,molten_salt electrolysis,CN,chemical transformation,CN,neodynium,470123.7088619049
2,molten_salt electrolysis,CN,chemical transformation,US,neodynium,1.0772298504062259
2,molten_salt electrolysis,EE,chemical transformation,US,neodynium,311948.89221646206
2,molten_salt electrolysis,JP,chemical transformation,US,neodynium,495.56682095951044
2,molten_salt electrolysis,US,chemical transformation,US,neodynium,85.10402554339922
2,pyrometallurgical,US,magnet manufacturing,US,neodynium dysprosium iron alloy,2.450083570580421
2,sulfuric acid digestion,CN,metallothermic reduction,CN,neodynium_oxide,0.24062173565358336
2,sulfuric acid digestion,CN,metallothermic reduction,JP,neodynium_oxide,0.24049664438125926
2,sulfuric acid digestion,CN,metallothermic reduction,EE,neodynium_oxide,0.2404976443617464
2,sulfuric acid digestion,CN,molten_salt electrolysis,CN,neodynium_oxide,547822.3975633751
2,sulfuric acid digestion,CN,molten_salt electrolysis,CN,dysprosium_oxide,2649.5464297805597
2,sulfuric acid digestion,CN,molten_salt electrolysis,JP,neodynium_oxide,290.60417391430036
2,sulfuric acid digestion,CN,molten_salt electrolysis,JP,dysprosium_oxide,1.405510269800189
2,sulfuric acid digestion,CN,molten_salt electrolysis,US,neodynium_oxide,47.68854117786418
2,sulfuric acid digestion,CN,molten_salt electrolysis,US,dysprosium_oxide,0.23064730329361938
2,sulfuric acid digestion,CN,molten_salt electrolysis,EE,neodynium_oxide,144915.85476238353
2,sulfuric acid digestion,CN,molten_salt electrolysis,EE,dysprosium_oxide,700.886433024915
2,use phase,US,direct reuse,US,hp_magnet,108745.59006714681
2,use phase,US,magnet-to-magnet recycling,US,hp_magnet,6.43705321868342
2,use phase,US,hydrometallurgical,US,hp_magnet,4.369341686504587
2,use phase,US,pyrometallurgical,US,hp_magnet,3.25949998699057
2,use phase,US,cryogenic,US,hp_magnet,2.599267578305832
3,beneficiation,CN,sulfuric acid digestion,CN,phosphate,1674138.9792727171
3,beneficiation,CN,hydrochloric acid digestion,CN,flurocarbonate,52.772700011741
3,chemical transformation,CN,magnet manufacturing,CN,neodynium dysprosium iron alloy,23.456916805736608
3,chemical transformation,CN,magnet manufacturing,JP,neodynium dysprosium iron alloy,199.76718416154256
3,chemical transformation,CN,magnet manufacturing,US,neodynium dysprosium iron alloy,63.83837311108771
3,chemical transformation,CN,magnet manufacturing,EE,neodynium dysprosium iron alloy,1801290.455211139
3,chemical transformation,US,magnet manufacturing,JP,neodynium dysprosium iron alloy,199.82186117151437
3,chemical transformation,US,magnet manufacturing,US,neodynium dysprosium iron alloy,63.83587613097038
3,chemical transformation,US,magnet manufacturing,EE,neodynium dysprosium iron alloy,999734.3891416207
3,clay mining,BR,clay refining,BR,ion adsorption clay,604127.2308040307
3,clay mining,CN,clay refining,CN,ion adsorption clay,99206.85588453936
3,clay mining,MM,clay refining,MM,ion adsorption clay,15.582055179935278
3,clay refining,BR,metallothermic reduction,JP,neodynium_oxide,174.49827626533616
3,clay refining,BR,metallothermic reduction,JP,dysprosium_oxide,182.90783165817064
3,clay refining,BR,metallothermic reduction,EE,neodynium_oxide,24790.475248152798
3,clay refining,BR,metallothermic reduction,EE,dysprosium_oxide,25985.196946769127
3,clay refining,BR,molten_salt electrolysis,JP,neodynium_oxide,195.27307924994105
3,clay refining,BR,molten_salt electrolysis,JP,dysprosium_oxide,204.68382996733484
3,clay refining,BR,molten_salt electrolysis,US,neodynium_oxide,44.1738557212681
3,clay refining,BR,molten_salt electrolysis,US,dysprosium_oxide,46.3027161481234
3,clay refining,BR,molten_salt electrolysis,EE,neodynium_oxide,225508.38033426667
3,clay refining,BR,molten_salt electrolysis,EE,dysprosium_oxide,236376.25408522587
3,clay refining,CN,metallothermic reduction,CN,neodynium_oxide,41382.601548969695
3,clay refining,CN,metallothermic reduction,CN,dysprosium_oxide,46414.26155220687
3,clay refining,CN,metallothermic reduction,JP,neodynium_oxide,2.000931588764249
3,clay refining,CN,metallothermic reduction,JP,dysprosium_oxide,2.2442222535342977
3,clay refining,CN,metallothermic reduction,EE,neodynium_oxide,2.024236326676547
3,clay refining,CN,metallothermic reduction,EE,dysprosium_oxide,2.2703605860794593
3,clay refining,CN,molten_salt electrolysis,CN,neodynium_oxide,1.2742377483234717
3,clay refining,CN,molten_salt electrolysis,CN,dysprosium_oxide,1.4291705961656196
3,clay refining,CN,molten_salt electrolysis,JP,neodynium_oxide,1.2659699523375956
3,clay refining,CN,molten_salt electrolysis,JP,dysprosium_oxide,1.4198975289589577
3,clay refining,CN,molten_salt electrolysis,US,neodynium_oxide,1.2385093538887653
3,clay refining,CN,molten_salt electrolysis,US,dysprosium_oxide,1.3890980298680073
3,clay refining,CN,molten_salt electrolysis,EE,neodynium_oxide,1.274229310562275
3,clay refining,CN,molten_salt electrolysis,EE,dysprosium_oxide,1.4291611324673394
3,clay refining,MM,metallothermic reduction,CN,neodynium_oxide,4.428721533083296
3,clay refining,MM,metallothermic reduction,CN,dysprosium_oxide,5.221925389754931
3,clay refining,MM,molten_salt electrolysis,CN,neodynium_oxide,0.7912669521950222
3,clay refining,MM,molten_salt electrolysis,CN,dysprosium_oxide,0.9329864063195037
3,cryogenic,US,magnet manufacturing,US,neodynium dysprosium iron alloy,1.8454799805971405
3,direct reuse,US,magnet_market_mix,US,hp_magnet,104395.76646446095
3,hydrochloric acid digestion,CN,metallothermic reduction,CN,neodynium_oxide,0.23195484403600433
3,hydrochloric acid digestion,CN,metallothermic reduction,JP,neodynium_oxide,0.23183775517533448
3,hydrochloric acid digestion,CN,metallothermic reduction,EE,neodynium_oxide,0.2318391482309021
3,hydrochloric acid digestion,CN,molten_salt electrolysis,CN,neodynium_oxide,6.344870732025257
3,hydrochloric acid digestion,CN,molten_salt electrolysis,JP,neodynium_oxide,6.144945535486664
3,hydrochloric acid digestion,CN,molten_salt electrolysis,US,neodynium_oxide,5.547658141896598
3,hydrochloric acid digestion,CN,molten_salt electrolysis,EE,neodynium_oxide,6.34464912035256
3,hydrometallurgical,US,magnet manufacturing,US,neodynium dysprosium iron alloy,3.539166766068716
3,magnet manufacturing,CN,magnet_market_mix,US,hp_magnet,16.97517703274449
3,magnet manufacturing,EE,magnet_market_mix,US,hp_magnet,1999931.7388535906
3,magnet manufacturing,JP,magnet_market_mix,US,hp_magnet,283.5024196386275
3,magnet manufacturing,US,magnet_market_mix,US,hp_magnet,97.53896861430934
3,magnet-to-magnet recycling,US,magnet_market_mix,US,hp_magnet,5.535865768067741
3,magnet_market_mix,US,use phase,US,hp_magnet,1955761.94807875
3,metallothermic reduction,CN,chemical transformation,CN,dysprosium,37532.864951775366
3,metallothermic reduction,CN,chemical transformation,US,dysprosium,0.492238974268954
3,metallothermic reduction,EE,chemical transformation,US,dysprosium,20686.025794001584
3,metallothermic reduction,JP,chemical transformation,US,dysprosium,146.7746103350466
3,mining,AU,mining,AU,bastnasite,395.8697105952522
3,mining,BR,mining,BR,bastnasite,3304502.7322056545
3,mining,CA,mining,CA,bastnasite,2465514.818522801
3,mining,CN,mining,CN,monazaite,63.28027937795963
3,mining,CN,mining,CN,bastnasite,63.280319438512755
3,mining,CN,beneficiation,CN,monazaite,4620162.49057614
3,mining,CN,beneficiation,CN,bastnasite,772.3210890054295
3,mining,CN,chemical transformation,CN,iron,1201051.6784568117
3,mining,US,mining,US,bastnasite,4745.503237141629
3,mining,US,chemical transformation,US,iron,666665.3645859488
3,molten_salt electrolysis,CN,chemical transformation,CN,neodynium,562992.9742766304
3,molten_salt electrolysis,CN,chemical transformation,US,neodynium,1.0707983351026096
3,molten_salt electrolysis,EE,chemical transformation,US,neodynium,312082.3447482405
3,molten_salt electrolysis,JP,chemical transformation,US,neodynium,336.34811492830505
3,molten_salt electrolysis,US,chemical transformation,US,neodynium,79.62598815957242
3,pyrometallurgical,US,magnet manufacturing,US,neodynium dysprosium iron alloy,2.4772199901128333
3,sulfuric acid digestion,CN,metallothermic reduction,CN,neodynium_oxide,0.24084553433534261
